member_id,campaign_id,touch_date,opened_email_flag,clicked_flag,conversion_flag
M003928,C202408,2025-06-14,0,0,0
M002688,C202406,2025-02-02,0,0,0
M007772,C202415,2025-05-02,0,0,0
M008521,C202413,2025-03-19,0,0,0
M001579,C202408,2025-05-01,1,0,0
M008058,C202414,2024-08-28,1,0,0
M002193,C202412,2024-06-23,0,0,0
M004760,C202408,2025-08-14,0,1,0
M004232,C202404,2024-04-23,1,1,0
M000833,C202402,2025-01-10,0,0,0
M001494,C202410,2024-03-04,1,0,0
M005497,C202412,2024-04-22,1,0,0
M000942,C202408,2025-06-23,1,0,0
M007542,C202407,2024-05-13,0,0,0
M003637,C202410,2025-09-05,0,0,0
M002100,C202402,2024-03-22,0,0,0
M003355,C202414,2024-04-14,1,0,0
M002634,C202414,2024-04-20,1,1,0
M004012,C202402,2025-09-07,0,0,0
M001020,C202415,2025-06-07,1,0,0
M000336,C202404,2024-06-30,1,1,0
M008447,C202415,2024-12-20,0,0,0
M008096,C202409,2024-07-26,0,1,0
M007902,C202402,2024-11-24,0,0,0
M002414,C202414,2024-08-29,0,1,0
M002387,C202406,2024-10-19,0,0,0
M000135,C202407,2025-09-16,0,1,0
M006287,C202406,2024-05-23,1,0,0
M008117,C202413,2025-09-09,1,0,0
M006513,C202413,2025-01-16,1,0,0
M002278,C202404,2025-09-23,1,0,0
M006211,C202403,2025-07-31,1,1,0
M005536,C202410,2024-08-11,1,0,0
M003715,C202410,2024-12-02,1,0,0
M009465,C202408,2025-03-16,1,1,0
M001588,C202412,2024-08-08,1,0,0
M003778,C202402,2025-03-07,0,0,0
M004581,C202415,2024-04-08,1,0,0
M006004,C202402,2025-08-28,1,0,0
M002477,C202408,2025-06-30,1,0,0
M003786,C202405,2024-03-15,1,0,0
M000535,C202412,2024-03-12,1,0,0
M005129,C202406,2024-03-11,1,1,0
M004589,C202411,2024-07-03,0,1,0
M002740,C202405,2024-06-01,1,0,0
M002462,C202404,2025-03-10,0,1,0
M002242,C202415,2025-01-24,0,0,0
M007978,C202406,2024-03-01,1,1,0
M002587,C202405,2024-07-04,0,0,0
M004201,C202403,2024-03-07,0,1,0
M002942,C202408,2024-03-05,0,0,0
M007017,C202410,2024-02-14,1,0,0
M002026,C202413,2025-03-03,0,0,0
M003855,C202409,2025-08-01,1,1,1
M006153,C202411,2024-05-29,1,0,0
M001784,C202403,2025-03-23,1,0,0
M006986,C202408,2024-06-20,1,0,0
M008815,C202414,2024-06-20,1,1,1
M002341,C202409,2025-08-08,1,1,0
M003208,C202415,2024-05-16,0,1,0
M009383,C202408,2024-10-24,0,0,0
M001533,C202412,2024-11-30,1,1,1
M008051,C202405,2024-04-20,1,0,0
M003353,C202405,2024-06-15,1,0,0
M008431,C202412,2024-04-11,0,1,0
M005279,C202408,2024-02-15,0,0,0
M009537,C202410,2025-05-30,1,1,0
M005671,C202407,2024-03-21,0,0,0
M009764,C202402,2025-07-20,1,0,0
M009789,C202413,2024-02-22,0,0,0
M007397,C202401,2024-03-18,0,1,0
M009146,C202409,2024-08-01,1,1,0
M007360,C202403,2024-04-26,1,1,0
M009255,C202414,2025-09-15,1,0,0
M005166,C202403,2025-01-01,0,0,0
M007681,C202405,2025-06-08,1,0,0
M002564,C202410,2024-05-01,0,0,0
M002835,C202411,2025-07-07,1,0,0
M006260,C202401,2025-05-11,0,0,0
M000599,C202414,2024-12-11,0,1,0
M008291,C202401,2024-02-09,0,1,0
M006356,C202415,2025-03-25,1,0,0
M006508,C202409,2024-08-05,0,0,0
M008027,C202402,2025-09-26,1,1,0
M007015,C202408,2025-02-14,0,0,0
M008470,C202401,2025-04-26,1,0,0
M006828,C202403,2024-06-07,1,0,0
M007256,C202405,2024-04-29,1,0,0
M008563,C202411,2024-06-13,1,0,0
M008175,C202402,2025-02-20,0,1,0
M006859,C202413,2024-07-12,0,0,0
M005403,C202415,2024-08-01,0,0,0
M001334,C202407,2024-07-25,1,1,0
M007486,C202409,2024-08-20,1,0,0
M000398,C202410,2025-03-17,1,0,0
M003681,C202414,2025-04-16,1,0,0
M008280,C202404,2025-07-13,1,0,0
M002326,C202405,2024-07-07,0,1,0
M001157,C202415,2024-05-01,1,0,0
M002931,C202406,2024-09-16,0,1,0
M008767,C202403,2025-09-07,1,0,0
M003162,C202413,2025-03-08,1,1,0
M008704,C202413,2024-07-17,1,0,0
M004216,C202409,2024-11-13,1,0,0
M004940,C202405,2024-12-03,1,1,0
M007151,C202402,2024-07-18,0,1,0
M005309,C202415,2024-02-15,0,1,0
M003861,C202406,2024-11-29,1,0,0
M003030,C202407,2024-02-14,0,0,0
M008692,C202403,2025-03-27,0,0,0
M003009,C202403,2024-10-13,1,0,0
M004229,C202410,2024-08-10,0,0,0
M000568,C202414,2025-07-20,1,0,0
M007118,C202411,2025-05-22,0,0,0
M000057,C202411,2024-04-10,0,0,0
M001678,C202413,2025-07-05,1,0,0
M001758,C202412,2024-08-29,1,0,0
M002051,C202405,2025-06-12,1,0,0
M000291,C202412,2024-08-08,1,0,0
M008674,C202407,2025-07-12,1,0,0
M002892,C202412,2025-01-05,0,0,0
M003989,C202412,2024-02-10,1,0,0
M008186,C202402,2024-10-16,0,1,0
M000452,C202402,2024-10-05,0,1,0
M008855,C202403,2024-02-28,0,1,0
M001975,C202402,2024-02-28,1,0,0
M004808,C202409,2024-04-06,1,0,0
M007008,C202408,2025-04-29,0,0,0
M004091,C202401,2024-03-25,1,0,0
M002178,C202409,2024-07-10,1,0,0
M007107,C202403,2024-07-25,0,0,0
M004545,C202405,2024-07-30,0,0,0
M004063,C202413,2024-08-10,0,1,0
M006176,C202403,2024-10-08,1,0,0
M007935,C202403,2024-10-30,1,0,0
M007388,C202401,2025-03-09,1,1,1
M009269,C202407,2024-02-14,1,0,0
M000402,C202401,2024-10-04,1,0,0
M001114,C202411,2024-03-02,1,0,0
M005400,C202413,2025-03-24,1,0,0
M003421,C202413,2024-04-18,1,1,1
M004192,C202410,2024-09-21,0,0,0
M000807,C202403,2025-03-15,1,0,0
M003866,C202412,2024-10-04,1,1,0
M008477,C202402,2024-02-12,0,0,0
M009818,C202414,2025-07-21,0,1,0
M007755,C202410,2024-09-05,1,0,0
M006623,C202409,2025-07-31,1,1,0
M005300,C202413,2024-10-20,1,1,0
M000304,C202414,2024-03-28,1,0,0
M007573,C202412,2025-02-27,1,1,0
M008766,C202403,2024-07-11,0,0,0
M001381,C202410,2025-06-01,1,1,0
M007453,C202410,2024-07-19,1,0,0
M007520,C202414,2025-03-07,0,0,0
M000333,C202404,2025-05-07,1,0,0
M008606,C202408,2024-11-02,0,0,0
M001339,C202403,2024-12-10,1,0,0
M008204,C202402,2025-09-18,1,0,0
M008519,C202403,2024-12-24,1,1,0
M008671,C202407,2025-02-06,0,0,0
M002319,C202413,2024-12-19,1,0,0
M002864,C202402,2025-08-30,0,0,0
M001479,C202413,2025-08-18,1,1,0
M009753,C202402,2024-04-04,0,1,0
M009247,C202403,2024-06-02,0,0,0
M005030,C202403,2025-02-14,1,1,0
M002376,C202412,2024-06-13,1,1,0
M005141,C202415,2024-11-20,1,0,0
M003888,C202411,2024-06-30,1,0,0
M007863,C202412,2024-12-20,1,1,0
M002326,C202412,2025-01-12,0,0,0
M000108,C202402,2025-01-17,1,1,1
M002394,C202407,2025-01-23,1,0,0
M008715,C202403,2025-09-09,1,0,0
M009915,C202404,2025-03-05,1,1,0
M002372,C202405,2025-01-06,1,0,0
M005492,C202405,2024-05-12,0,0,0
M006533,C202402,2024-11-16,1,0,0
M007624,C202404,2025-05-25,1,0,0
M003703,C202413,2025-02-05,1,0,0
M004687,C202408,2024-12-29,1,0,0
M004547,C202404,2024-12-25,1,1,0
M006120,C202411,2024-03-08,0,1,0
M008336,C202409,2025-05-14,1,0,0
M009850,C202415,2024-11-01,1,0,0
M003936,C202413,2024-10-25,1,0,0
M005356,C202403,2025-01-01,1,0,0
M003810,C202415,2024-02-22,1,1,1
M004832,C202403,2024-08-24,1,0,0
M003498,C202403,2025-05-03,0,0,0
M003150,C202406,2024-02-24,1,0,0
M008397,C202413,2024-12-18,1,0,0
M009098,C202413,2024-12-28,0,0,0
M006284,C202404,2024-11-30,0,0,0
M005426,C202404,2024-09-05,1,1,0
M002463,C202405,2024-03-08,0,0,0
M002560,C202401,2025-04-09,1,0,0
M001115,C202408,2025-03-14,0,0,0
M003485,C202414,2025-06-25,0,1,0
M004464,C202406,2024-06-21,0,0,0
M007849,C202408,2024-05-13,0,0,0
M002291,C202405,2024-07-25,0,0,0
M003817,C202412,2024-12-25,1,0,0
M007094,C202408,2025-05-29,1,0,0
M003975,C202407,2024-09-26,0,0,0
M001299,C202415,2024-12-27,0,0,0
M008478,C202405,2024-08-06,1,0,0
M001262,C202410,2024-09-09,0,1,0
M000034,C202405,2024-07-25,0,1,0
M005418,C202411,2024-09-24,0,1,0
M003798,C202407,2024-04-07,1,0,0
M000491,C202404,2025-03-09,1,0,0
M001556,C202413,2025-07-10,1,0,0
M008698,C202404,2024-04-27,1,1,0
M005421,C202404,2025-01-12,0,1,0
M005428,C202401,2025-07-29,1,0,0
M004150,C202401,2024-09-21,1,1,0
M000160,C202402,2024-03-26,0,0,0
M003341,C202409,2025-02-03,1,0,0
M008424,C202405,2025-09-23,0,1,0
M004259,C202407,2025-03-24,0,0,0
M006888,C202403,2025-01-18,1,0,0
M000192,C202407,2025-02-15,1,0,0
M005027,C202415,2024-06-07,1,0,0
M007251,C202412,2025-09-29,1,0,0
M008439,C202401,2024-04-10,0,0,0
M004509,C202407,2024-08-15,1,1,1
M000009,C202404,2024-09-30,0,1,0
M006037,C202406,2024-09-27,1,1,0
M002560,C202402,2025-06-19,0,0,0
M000719,C202412,2024-11-20,1,0,0
M007410,C202406,2025-05-03,1,0,0
M003049,C202405,2024-08-02,0,0,0
M004443,C202403,2025-02-17,1,0,0
M001139,C202415,2025-01-22,1,0,0
M001182,C202403,2025-01-15,1,0,0
M002561,C202401,2025-04-02,1,1,1
M008505,C202407,2024-02-24,1,1,0
M001070,C202415,2025-03-18,0,0,0
M006094,C202401,2024-08-08,1,1,0
M005480,C202405,2024-09-03,1,0,0
M004004,C202413,2025-03-09,1,0,0
M001224,C202409,2024-07-05,1,1,0
M007535,C202413,2024-09-02,1,0,0
M007500,C202413,2024-06-10,1,0,0
M008381,C202404,2024-05-04,1,0,0
M001153,C202414,2025-06-16,1,0,0
M006440,C202414,2024-12-18,1,0,0
M008782,C202413,2025-06-29,1,0,0
M002113,C202402,2025-06-16,1,0,0
M000923,C202411,2024-02-26,1,0,0
M005519,C202408,2024-03-17,0,0,0
M007656,C202412,2025-09-24,1,1,0
M009627,C202404,2025-02-02,1,0,0
M007746,C202403,2024-12-12,0,0,0
M008418,C202404,2024-12-16,0,0,0
M009002,C202405,2025-08-29,0,0,0
M008327,C202404,2025-02-12,1,1,0
M007502,C202408,2025-04-14,1,0,0
M008200,C202415,2025-08-20,1,0,0
M009576,C202401,2025-01-02,0,1,0
M006631,C202415,2025-01-26,1,0,0
M006430,C202401,2025-04-05,1,1,0
M005878,C202406,2024-12-09,0,0,0
M006020,C202414,2025-04-26,1,0,0
M008818,C202407,2025-03-16,1,0,0
M009847,C202412,2025-03-17,1,1,1
M009740,C202408,2024-12-18,1,0,0
M004288,C202415,2024-12-27,0,0,0
M005040,C202413,2024-04-16,0,0,0
M000869,C202413,2024-06-26,0,0,0
M002670,C202412,2024-10-09,0,0,0
M002823,C202403,2024-08-30,1,1,0
M006844,C202404,2024-12-13,1,0,0
M002751,C202408,2025-02-15,1,0,0
M009933,C202409,2025-02-18,1,1,0
M004559,C202414,2025-05-06,0,1,0
M003746,C202409,2025-06-08,1,1,1
M003997,C202407,2025-04-13,0,0,0
M003867,C202413,2024-12-07,1,0,0
M009172,C202408,2025-01-27,0,0,0
M000725,C202411,2024-03-23,1,0,0
M003885,C202408,2024-06-16,0,1,0
M001576,C202414,2024-03-23,0,0,0
M006409,C202408,2024-08-27,0,1,0
M003195,C202411,2025-07-09,1,0,0
M009828,C202402,2025-06-28,1,0,0
M009760,C202404,2024-07-03,1,0,0
M001246,C202409,2025-07-23,0,0,0
M006038,C202401,2024-02-12,1,0,0
M002932,C202415,2024-10-31,0,0,0
M002755,C202402,2024-09-23,1,1,0
M007419,C202414,2025-04-06,1,1,0
M009779,C202410,2025-05-21,1,0,0
M006753,C202401,2025-05-09,0,0,0
M002239,C202405,2024-12-06,1,0,0
M002301,C202404,2024-11-10,1,0,0
M005101,C202415,2025-07-13,0,0,0
M009334,C202401,2024-12-31,1,1,0
M003526,C202414,2024-09-10,1,0,0
M000760,C202405,2024-02-24,0,0,0
M001828,C202407,2025-05-25,0,0,0
M005638,C202401,2025-03-22,0,1,0
M007334,C202404,2025-09-27,1,0,0
M002564,C202411,2024-06-20,1,0,0
M003324,C202407,2024-07-15,1,0,0
M001952,C202404,2024-04-25,1,1,1
M005210,C202409,2024-11-11,0,0,0
M007894,C202413,2025-04-21,1,1,1
M008803,C202402,2024-03-20,1,0,0
M005970,C202401,2024-11-07,1,1,0
M002658,C202404,2024-05-07,1,0,0
M008606,C202408,2025-07-09,1,0,0
M002910,C202403,2024-05-04,0,0,0
M009270,C202403,2024-12-19,1,0,0
M008904,C202403,2025-01-30,0,0,0
M001842,C202402,2024-08-05,1,1,1
M005823,C202404,2025-07-19,1,1,0
M002991,C202414,2025-03-24,1,0,0
M006665,C202409,2025-01-18,1,1,0
M004364,C202413,2025-06-05,1,0,0
M001746,C202402,2025-03-28,1,0,0
M007105,C202405,2025-01-29,1,0,0
M005775,C202406,2025-04-07,0,0,0
M000903,C202409,2024-11-05,1,0,0
M006347,C202409,2024-12-29,0,0,0
M001708,C202401,2025-08-26,1,0,0
M006768,C202404,2025-07-21,1,0,0
M003385,C202414,2025-03-18,0,0,0
M002052,C202402,2024-07-27,0,1,0
M002052,C202411,2024-09-08,1,1,1
M007428,C202401,2025-01-16,0,0,0
M007169,C202407,2025-09-09,1,0,0
M000345,C202401,2024-05-10,1,0,0
M000858,C202401,2024-06-26,0,0,0
M008552,C202405,2024-04-04,0,1,0
M000398,C202402,2024-05-23,0,0,0
M000487,C202402,2025-05-04,1,0,0
M008466,C202409,2024-06-07,1,1,0
M001248,C202404,2025-08-30,0,0,0
M007747,C202412,2024-06-28,1,1,0
M004755,C202405,2025-07-05,1,0,0
M002217,C202410,2024-02-15,0,0,0
M002905,C202415,2025-04-17,0,0,0
M002854,C202405,2025-08-05,1,1,0
M000509,C202403,2025-05-03,1,0,0
M008020,C202414,2024-02-02,1,0,0
M003108,C202401,2025-02-23,1,0,0
M008275,C202415,2025-08-03,1,0,0
M000563,C202414,2024-03-30,1,0,0
M006703,C202414,2024-02-03,1,0,0
M005739,C202403,2025-01-19,1,0,0
M006622,C202413,2025-07-15,1,0,0
M001194,C202410,2024-06-13,0,0,0
M007081,C202402,2024-10-22,1,0,0
M008651,C202403,2024-08-19,1,0,0
M009403,C202406,2025-03-15,1,0,0
M003999,C202405,2024-02-23,0,1,0
M003825,C202411,2025-06-25,0,0,0
M004376,C202414,2025-09-22,1,1,1
M001264,C202405,2024-11-03,0,1,0
M007653,C202401,2025-06-17,0,0,0
M000286,C202411,2024-05-25,0,1,0
M000394,C202413,2025-07-12,1,0,0
M003138,C202403,2025-08-23,0,1,0
M007460,C202415,2024-11-17,0,0,0
M000383,C202408,2024-10-20,1,0,0
M005296,C202404,2024-08-01,1,0,0
M002443,C202409,2024-02-12,0,0,0
M009538,C202407,2025-05-16,0,1,0
M002972,C202402,2024-04-11,1,0,0
M006955,C202402,2024-02-08,0,1,0
M004542,C202414,2025-05-02,0,1,0
M005645,C202410,2024-09-23,1,0,0
M006872,C202413,2024-10-24,1,0,0
M002541,C202414,2025-08-23,1,0,0
M000826,C202412,2025-07-04,1,0,0
M006842,C202401,2024-04-12,0,0,0
M005142,C202402,2025-08-27,0,1,0
M008942,C202413,2024-12-31,1,0,0
M006702,C202406,2025-05-05,0,0,0
M002779,C202409,2024-09-21,1,0,0
M004158,C202415,2024-03-09,0,0,0
M001505,C202414,2024-02-02,1,0,0
M008935,C202405,2024-06-24,0,1,0
M008645,C202415,2024-05-07,1,0,0
M008746,C202402,2025-05-25,1,0,0
M009323,C202405,2025-07-22,1,0,0
M004256,C202405,2025-08-01,1,1,0
M000632,C202402,2024-11-14,1,1,1
M005807,C202407,2025-08-30,1,1,0
M009653,C202407,2024-08-19,1,1,0
M004447,C202402,2025-06-20,0,0,0
M009537,C202409,2024-02-01,1,0,0
M009444,C202415,2025-05-11,1,1,0
M008130,C202413,2025-09-17,1,0,0
M007900,C202404,2025-08-06,1,0,0
M003533,C202403,2024-10-15,1,0,0
M009341,C202404,2024-02-17,1,1,1
M004035,C202412,2024-09-11,0,0,0
M005572,C202401,2024-11-05,1,1,1
M002941,C202408,2025-04-04,1,0,0
M001626,C202414,2025-04-23,1,0,0
M008405,C202403,2025-01-22,1,0,0
M003031,C202411,2025-08-08,1,0,0
M009892,C202413,2024-07-28,1,0,0
M006583,C202412,2025-06-09,1,0,0
M003872,C202402,2025-07-24,0,0,0
M008539,C202411,2024-12-28,1,0,0
M005018,C202407,2024-02-16,1,1,0
M000906,C202410,2025-09-16,0,0,0
M004269,C202412,2024-02-16,0,1,0
M006410,C202402,2024-09-21,1,0,0
M004791,C202413,2025-01-26,1,1,1
M003594,C202412,2025-03-03,0,0,0
M002957,C202412,2025-08-21,1,0,0
M002889,C202414,2025-06-25,1,1,0
M008157,C202410,2024-10-29,0,0,0
M005101,C202408,2025-05-11,1,0,0
M004785,C202403,2024-03-10,1,0,0
M009179,C202408,2025-01-01,1,0,0
M005073,C202406,2024-02-20,1,0,0
M007582,C202402,2025-07-19,0,0,0
M008557,C202406,2025-07-15,0,0,0
M009303,C202407,2024-05-13,0,0,0
M006776,C202413,2025-02-25,1,0,0
M000043,C202409,2024-02-24,0,0,0
M006032,C202412,2025-08-23,1,0,0
M001763,C202407,2024-11-23,0,0,0
M005348,C202407,2024-04-11,1,0,0
M003774,C202405,2024-09-24,0,1,0
M007361,C202404,2025-06-30,0,1,0
M004131,C202405,2024-04-03,0,1,0
M003093,C202410,2024-02-25,0,0,0
M001290,C202415,2025-05-04,1,1,0
M006698,C202409,2024-03-28,1,0,0
M002703,C202414,2024-12-04,0,1,0
M002698,C202409,2024-12-18,1,0,0
M005356,C202407,2024-11-13,0,0,0
M001720,C202404,2024-12-18,0,0,0
M005467,C202404,2024-07-29,0,1,0
M009381,C202412,2024-07-05,1,1,1
M005932,C202413,2025-06-26,1,1,0
M001642,C202401,2024-12-17,0,1,0
M005311,C202415,2024-05-16,1,0,0
M002883,C202413,2025-04-17,0,1,0
M006716,C202415,2024-07-13,1,1,0
M007201,C202403,2025-08-21,0,0,0
M006665,C202413,2025-02-15,0,0,0
M008581,C202404,2024-06-20,1,1,0
M003170,C202408,2025-09-20,1,1,0
M004470,C202412,2024-03-11,0,0,0
M000108,C202406,2024-11-29,1,0,0
M009472,C202411,2024-05-15,0,0,0
M006143,C202405,2025-04-21,0,0,0
M001963,C202404,2024-07-13,1,1,1
M002404,C202413,2024-05-17,1,1,1
M007057,C202415,2024-12-19,1,0,0
M004259,C202414,2024-04-14,0,0,0
M000964,C202410,2024-04-19,1,1,0
M009774,C202409,2024-09-30,0,1,0
M003859,C202402,2024-08-06,1,0,0
M008494,C202402,2025-02-13,0,0,0
M002047,C202410,2024-12-05,0,0,0
M006503,C202403,2025-03-26,1,0,0
M007967,C202406,2025-06-27,1,0,0
M005943,C202413,2024-03-02,1,1,1
M002739,C202412,2024-08-17,1,0,0
M002236,C202412,2024-06-10,0,0,0
M007697,C202401,2025-04-20,1,1,1
M007932,C202409,2025-03-01,1,0,0
M008608,C202403,2025-06-11,0,0,0
M005068,C202414,2025-04-26,0,0,0
M000202,C202413,2025-06-26,0,0,0
M009608,C202413,2024-06-30,1,0,0
M008115,C202406,2024-04-10,0,0,0
M007824,C202412,2024-05-30,1,1,0
M001456,C202405,2024-08-14,1,0,0
M000163,C202411,2024-11-21,1,1,0
M007993,C202401,2025-05-21,0,0,0
M001323,C202415,2025-07-19,1,0,0
M006973,C202404,2025-09-03,0,0,0
M008061,C202404,2024-02-06,1,0,0
M005141,C202406,2024-09-07,1,0,0
M002515,C202412,2025-06-01,1,1,0
M005935,C202403,2024-02-09,1,0,0
M007268,C202406,2025-03-09,1,0,0
M004691,C202408,2024-06-25,0,0,0
M000349,C202409,2025-07-02,1,0,0
M002386,C202405,2025-03-01,1,0,0
M000172,C202414,2024-03-19,1,0,0
M003698,C202407,2024-05-23,0,1,0
M004919,C202409,2024-10-04,0,0,0
M002681,C202404,2025-05-14,1,1,0
M008649,C202411,2024-03-16,1,1,1
M004735,C202404,2025-08-03,1,0,0
M004790,C202408,2025-09-11,1,0,0
M003025,C202406,2025-02-18,1,0,0
M001336,C202410,2024-02-21,0,0,0
M000682,C202406,2025-01-25,0,0,0
M003491,C202404,2024-12-14,1,0,0
M008159,C202405,2025-03-29,1,0,0
M004080,C202411,2024-08-13,1,0,0
M006999,C202406,2025-06-15,1,0,0
M009527,C202407,2024-11-06,0,1,0
M003807,C202401,2025-05-25,1,0,0
M000495,C202411,2025-09-15,1,0,0
M000135,C202405,2025-02-26,0,0,0
M006962,C202404,2025-09-28,1,0,0
M003147,C202412,2024-05-24,0,0,0
M006808,C202409,2024-03-05,1,1,0
M001213,C202406,2024-04-25,0,0,0
M006349,C202401,2024-08-20,1,0,0
M006867,C202414,2024-09-21,1,1,0
M003285,C202410,2024-02-26,0,0,0
M004080,C202403,2024-03-20,0,0,0
M009114,C202404,2025-02-09,1,1,1
M004296,C202403,2025-07-02,0,1,0
M004499,C202405,2025-05-21,0,0,0
M005775,C202404,2024-09-09,1,1,0
M000801,C202406,2024-06-20,1,1,0
M000570,C202414,2025-06-04,0,0,0
M001883,C202406,2025-03-13,0,0,0
M000506,C202411,2024-12-20,1,0,0
M006934,C202407,2025-09-07,0,0,0
M003814,C202412,2024-05-14,1,0,0
M001564,C202411,2025-09-11,1,0,0
M009455,C202409,2024-09-09,1,0,0
M009849,C202403,2025-03-18,0,0,0
M007527,C202414,2024-04-04,1,0,0
M001329,C202409,2024-03-17,0,1,0
M001757,C202406,2025-08-04,1,0,0
M002006,C202406,2024-10-21,1,0,0
M003506,C202402,2024-07-29,1,0,0
M002752,C202411,2024-10-21,0,1,0
M005393,C202412,2024-03-05,0,0,0
M005318,C202404,2024-08-29,0,0,0
M000940,C202405,2024-02-01,0,0,0
M004361,C202412,2025-04-23,0,0,0
M003870,C202402,2024-10-13,1,1,0
M005464,C202411,2024-12-04,0,1,0
M001520,C202404,2025-09-01,0,1,0
M005323,C202405,2024-06-05,1,0,0
M004393,C202413,2024-10-18,1,0,0
M000513,C202401,2024-07-04,1,1,0
M003942,C202411,2024-05-10,1,1,0
M002857,C202407,2025-02-23,1,0,0
M000776,C202415,2025-01-24,0,1,0
M004450,C202402,2025-02-19,0,1,0
M009798,C202404,2024-03-25,1,0,0
M001798,C202406,2025-07-24,1,0,0
M000662,C202411,2025-09-02,1,1,0
M008332,C202404,2024-07-27,1,1,0
M008281,C202410,2024-12-13,0,0,0
M009218,C202405,2025-03-14,1,0,0
M009560,C202408,2024-05-01,1,1,0
M009381,C202404,2025-08-04,1,0,0
M006622,C202411,2024-07-05,1,0,0
M002174,C202404,2025-08-14,1,1,1
M001561,C202410,2025-06-12,1,1,0
M002413,C202415,2025-05-14,0,0,0
M000267,C202408,2025-01-04,1,0,0
M008097,C202406,2024-03-31,0,0,0
M001740,C202415,2024-12-22,0,1,0
M001193,C202410,2024-09-11,1,0,0
M008344,C202402,2024-11-30,0,0,0
M004221,C202401,2025-04-13,0,0,0
M005305,C202415,2024-02-09,1,1,0
M009015,C202408,2024-03-16,0,1,0
M003891,C202404,2024-05-16,1,1,0
M006729,C202415,2024-08-11,0,0,0
M000478,C202408,2024-09-21,1,0,0
M000877,C202412,2024-09-08,0,0,0
M009368,C202405,2024-06-05,1,1,0
M002248,C202406,2024-05-06,1,0,0
M003272,C202412,2024-05-04,0,0,0
M001851,C202402,2025-03-28,1,1,1
M008190,C202405,2024-07-18,1,1,1
M005426,C202406,2024-10-08,1,1,0
M006961,C202414,2024-05-01,1,0,0
M001474,C202406,2025-06-17,1,0,0
M002672,C202403,2025-03-31,1,0,0
M000222,C202412,2024-07-20,1,0,0
M008524,C202403,2024-05-09,0,0,0
M004654,C202410,2024-02-21,1,0,0
M007971,C202405,2024-10-11,1,1,0
M000089,C202404,2024-11-28,1,0,0
M009753,C202403,2024-12-09,0,1,0
M000373,C202405,2024-06-26,1,1,0
M000701,C202414,2025-03-12,1,0,0
M009461,C202410,2024-02-13,0,1,0
M007718,C202410,2025-01-13,1,0,0
M000412,C202409,2025-01-18,0,1,0
M009854,C202405,2024-11-16,1,1,1
M004643,C202406,2024-07-03,1,1,0
M005516,C202406,2024-11-06,1,0,0
M006745,C202411,2024-11-07,1,0,0
M006252,C202407,2025-08-09,0,0,0
M002525,C202414,2024-07-04,1,0,0
M004723,C202415,2025-08-07,1,0,0
M002003,C202401,2024-09-18,1,1,1
M001897,C202410,2024-08-30,0,1,0
M002333,C202413,2024-11-13,0,1,0
M004957,C202406,2025-01-25,0,0,0
M003395,C202408,2025-03-15,0,1,0
M000164,C202408,2024-07-05,1,0,0
M001177,C202412,2024-07-02,1,1,0
M005079,C202407,2024-05-21,0,0,0
M009648,C202405,2024-06-30,0,1,0
M004747,C202414,2024-07-15,0,1,0
M009581,C202410,2024-09-16,1,1,0
M006311,C202404,2024-11-26,0,0,0
M006046,C202404,2024-11-17,1,1,0
M001753,C202412,2025-02-19,0,1,0
M007134,C202407,2024-08-24,1,0,0
M009966,C202407,2024-05-20,1,1,0
M008889,C202410,2024-02-08,0,0,0
M003985,C202401,2024-07-30,0,1,0
M005153,C202414,2024-08-07,0,1,0
M006680,C202405,2024-12-19,0,0,0
M008203,C202401,2025-02-22,1,1,0
M003354,C202405,2024-11-25,0,1,0
M003423,C202414,2025-05-06,0,0,0
M002339,C202405,2024-05-15,1,1,0
M009112,C202406,2024-08-31,0,0,0
M008971,C202412,2024-04-20,0,0,0
M004697,C202407,2025-09-03,1,1,0
M009678,C202407,2025-01-01,0,1,0
M006330,C202413,2024-05-01,1,1,0
M004927,C202413,2025-09-23,0,0,0
M007801,C202415,2025-04-29,1,1,1
M000258,C202410,2024-06-27,1,0,0
M003405,C202413,2024-10-02,1,0,0
M003056,C202411,2025-08-18,0,1,0
M006629,C202403,2025-06-20,1,0,0
M000722,C202407,2025-09-11,1,0,0
M006982,C202412,2025-05-11,1,0,0
M008802,C202404,2024-05-23,1,1,0
M008727,C202403,2025-09-07,0,1,0
M005491,C202413,2025-09-27,1,0,0
M000757,C202404,2025-02-16,0,0,0
M001666,C202415,2024-08-30,1,1,1
M003859,C202407,2025-06-18,1,0,0
M008168,C202409,2025-09-02,1,0,0
M004225,C202413,2025-04-20,1,0,0
M001868,C202411,2025-03-24,0,0,0
M006806,C202410,2024-04-28,1,0,0
M007255,C202414,2024-10-04,1,1,0
M007839,C202411,2024-03-11,1,1,0
M005682,C202403,2024-10-15,1,0,0
M006556,C202406,2024-10-26,0,1,0
M003903,C202407,2025-06-21,0,0,0
M007094,C202402,2024-08-08,1,0,0
M002294,C202402,2025-07-19,0,0,0
M004869,C202402,2024-10-24,0,0,0
M008604,C202410,2025-07-23,1,0,0
M003686,C202404,2024-10-07,1,0,0
M002238,C202414,2025-05-22,1,1,0
M008531,C202410,2025-09-15,1,0,0
M007409,C202408,2024-11-13,1,1,1
M001934,C202406,2024-11-14,0,0,0
M004842,C202412,2025-05-29,1,1,0
M004814,C202408,2024-03-01,1,0,0
