member_id,join_date,age,gender,language_pref,zipcode,employment_status,income_bracket,channel_signup,churn_flag
M004141,2025-01-17,47,f,spanish,80110,full_time,under_25k,online,0
M004142,2025-08-20,60,m,english,80219,full_time,25k_50k,online,0
M004143,2024-01-07,45,m,english,80016,full_time,25k_50k,online,0
M004144,2024-03-25,44,m,english,67212,unemployed,75k_100k,online,1
M004145,2025-02-01,22,f,spanish,80015,full_time,50k_75k,online,0
M004146,2025-01-27,18,m,english,80227,unemployed,25k_50k,online,0
M004147,2024-02-16,45,f,spanish,80224,full_time,50k_75k,online,0
M004148,2024-12-06,39,m,english,80112,full_time,under_25k,online,0
M004149,2025-05-12,34,m,english,80209,retired,75k_100k,branch,0
M004150,2025-08-28,43,m,spanish,80120,part_time,25k_50k,online,0
M004151,2025-04-22,39,f,spanish,80202,full_time,25k_50k,online,0
M004152,2025-03-01,54,m,spanish,67208,full_time,25k_50k,online,0
M004153,2025-03-01,41,m,english,80111,full_time,50k_75k,branch,0
M004154,2025-05-29,31,m,english,80204,part_time,100k_plus,branch,0
M004155,2024-05-08,52,m,english,80110,part_time,25k_50k,online,0
M004156,2024-09-05,37,m,spanish,80017,full_time,25k_50k,event,0
M004157,2024-05-10,46,m,spanish,80216,retired,25k_50k,branch,0
M004158,2024-11-18,34,m,english,80112,full_time,50k_75k,online,0
M004159,2025-06-26,32,f,english,80222,full_time,25k_50k,referral,0
M004160,2024-03-06,41,m,spanish,80223,full_time,25k_50k,referral,0
M004161,2024-04-10,40,f,english,80207,retired,100k_plus,online,1
M004162,2024-01-31,46,m,english,80017,full_time,under_25k,referral,0
M004163,2024-07-09,37,m,spanish,80112,part_time,75k_100k,online,0
M004164,2025-07-31,18,f,english,80224,unemployed,25k_50k,referral,0
M004165,2025-02-18,35,f,english,80121,part_time,under_25k,online,0
M004166,2025-05-14,50,f,spanish,80227,part_time,75k_100k,branch,1
M004167,2025-08-17,36,m,english,67226,full_time,75k_100k,online,0
M004168,2024-02-15,37,f,english,80122,part_time,25k_50k,online,0
M004169,2024-03-29,52,f,english,67204,full_time,under_25k,referral,0
M004170,2025-01-09,31,f,english,67218,retired,50k_75k,online,0
M004171,2024-09-02,21,f,english,67218,full_time,25k_50k,referral,0
M004172,2025-07-11,38,m,spanish,80231,full_time,100k_plus,online,0
M004173,2024-09-13,34,m,other,80016,full_time,50k_75k,branch,0
M004174,2024-12-17,28,f,english,80218,full_time,100k_plus,online,0
M004175,2025-07-26,38,m,spanish,80017,full_time,50k_75k,branch,0
M004176,2024-04-14,46,f,english,80204,retired,50k_75k,branch,0
M004177,2024-12-02,40,m,english,80016,unemployed,25k_50k,online,0
M004178,2025-06-09,44,f,english,80202,part_time,75k_100k,online,0
M004179,2024-10-27,62,m,other,80022,full_time,under_25k,online,0
M004180,2024-03-17,36,m,spanish,67204,full_time,75k_100k,online,0
M004181,2025-05-25,43,f,english,67214,unemployed,50k_75k,branch,0
M004182,2024-08-17,34,m,english,80120,full_time,50k_75k,branch,1
M004183,2025-07-31,30,m,spanish,67227,part_time,50k_75k,online,0
M004184,2024-02-01,33,m,english,80205,full_time,75k_100k,online,0
M004185,2025-08-30,34,f,spanish,67202,unemployed,25k_50k,online,0
M004186,2024-02-27,44,f,english,80224,full_time,50k_75k,branch,0
M004187,2024-04-13,68,f,english,80218,full_time,50k_75k,online,1
M004188,2024-11-07,31,f,english,80010,student,25k_50k,online,0
M004189,2024-03-07,35,m,english,80017,full_time,50k_75k,online,0
M004190,2025-01-08,39,m,spanish,67218,part_time,100k_plus,branch,0
M004191,2024-08-22,45,m,english,80030,full_time,100k_plus,branch,1
M004192,2024-04-21,43,f,english,80016,full_time,25k_50k,online,0
M004193,2025-01-23,55,f,english,80220,full_time,100k_plus,online,0
M004194,2025-02-11,18,m,english,80012,full_time,100k_plus,online,1
M004195,2024-02-23,18,m,english,80219,retired,25k_50k,online,0
M004196,2024-08-26,34,m,english,67206,unemployed,50k_75k,online,1
M004197,2024-10-21,53,m,english,80123,student,100k_plus,online,0
M004198,2024-04-21,21,m,spanish,80202,student,50k_75k,online,0
M004199,2024-03-28,18,m,english,80030,full_time,50k_75k,branch,0
M004200,2025-04-20,47,m,english,80010,full_time,75k_100k,referral,0
M004201,2024-10-30,43,f,english,67207,part_time,25k_50k,online,0
M004202,2024-10-31,27,m,english,67214,full_time,25k_50k,online,0
M004203,2024-10-16,28,f,english,80211,full_time,75k_100k,online,1
M004204,2024-07-26,28,m,english,67219,student,under_25k,online,0
M004205,2025-08-04,41,f,english,80227,part_time,75k_100k,branch,0
M004206,2025-01-04,32,m,english,80205,full_time,25k_50k,branch,0
M004207,2024-08-07,46,f,spanish,80202,student,50k_75k,online,0
M004208,2024-08-18,18,m,spanish,80111,unemployed,50k_75k,online,0
M004209,2024-12-14,30,m,english,80224,full_time,75k_100k,online,0
M004210,2024-09-11,26,f,english,67212,part_time,100k_plus,online,0
M004211,2025-03-27,37,f,english,67202,full_time,75k_100k,branch,1
M004212,2024-05-21,34,m,english,67213,unemployed,50k_75k,online,0
M004213,2024-03-09,50,m,english,67208,full_time,50k_75k,branch,0
M004214,2024-03-29,18,m,english,80015,retired,50k_75k,online,0
M004215,2024-05-15,41,f,spanish,80224,unemployed,under_25k,branch,0
M004216,2025-06-06,47,f,english,80030,student,25k_50k,branch,0
M004217,2025-03-17,62,m,english,80212,student,50k_75k,online,0
M004218,2024-02-07,34,m,english,80203,full_time,25k_50k,online,0
M004219,2024-07-26,44,m,english,80120,retired,under_25k,branch,0
M004220,2024-07-28,18,m,english,80110,student,under_25k,online,0
M004221,2025-05-27,18,f,english,80203,full_time,50k_75k,referral,0
M004222,2024-12-25,50,f,english,67214,full_time,under_25k,online,0
M004223,2025-07-30,40,f,spanish,80224,full_time,25k_50k,branch,1
M004224,2024-01-01,54,m,spanish,80220,retired,50k_75k,online,0
M004225,2025-01-15,24,f,spanish,80123,retired,25k_50k,online,0
M004226,2025-06-20,46,m,english,67207,retired,under_25k,online,0
M004227,2025-01-28,62,f,english,67213,full_time,50k_75k,online,0
M004228,2024-02-19,45,f,english,67218,full_time,50k_75k,branch,0
M004229,2025-01-30,43,f,english,80012,part_time,100k_plus,referral,1
M004230,2024-02-01,40,m,spanish,80231,part_time,25k_50k,referral,0
M004231,2025-06-28,21,m,english,80122,full_time,50k_75k,online,0
M004232,2024-08-21,56,f,spanish,80220,part_time,25k_50k,branch,0
M004233,2024-01-26,33,m,english,80231,part_time,25k_50k,online,0
M004234,2025-07-07,46,f,english,67226,part_time,50k_75k,online,1
M004235,2025-03-09,21,m,english,67226,part_time,50k_75k,online,0
M004236,2024-03-01,26,m,english,67218,part_time,50k_75k,online,0
M004237,2025-07-06,57,m,english,80204,full_time,75k_100k,branch,0
M004238,2025-03-16,36,m,spanish,80122,retired,75k_100k,branch,0
M004239,2024-05-09,57,f,english,80012,full_time,25k_50k,online,0
M004240,2024-12-19,39,f,english,80022,student,25k_50k,online,0
M004241,2024-07-16,18,f,spanish,67202,full_time,50k_75k,online,0
M004242,2025-01-05,51,m,english,80122,part_time,25k_50k,branch,0
M004243,2024-05-26,33,m,english,80112,retired,75k_100k,online,0
M004244,2025-05-12,48,f,english,80112,full_time,100k_plus,branch,0
M004245,2024-02-17,40,m,english,80218,unemployed,25k_50k,referral,0
M004246,2024-06-20,21,f,english,80205,full_time,75k_100k,online,0
M004247,2025-09-04,42,m,spanish,80205,full_time,50k_75k,branch,0
M004248,2024-11-10,66,f,other,80223,retired,75k_100k,referral,0
M004249,2025-01-10,46,f,spanish,67208,student,25k_50k,online,0
M004250,2025-06-16,39,m,english,67227,full_time,under_25k,online,0
M004251,2025-02-23,53,f,spanish,80211,unemployed,50k_75k,online,0
M004252,2025-01-30,43,f,english,67203,part_time,50k_75k,branch,1
M004253,2025-06-05,43,f,english,67219,full_time,100k_plus,branch,0
M004254,2024-07-05,27,m,english,80223,retired,75k_100k,branch,0
M004255,2024-02-02,43,m,other,67202,full_time,50k_75k,branch,0
M004256,2024-03-09,52,f,english,67207,full_time,100k_plus,referral,0
M004257,2025-08-14,30,f,english,80222,retired,50k_75k,branch,0
M004258,2024-07-09,57,f,english,80203,student,25k_50k,referral,0
M004259,2024-04-10,39,f,english,67226,part_time,50k_75k,online,1
M004260,2025-04-29,29,m,english,80110,retired,25k_50k,branch,0
M004261,2024-10-11,52,f,english,80209,retired,100k_plus,event,0
M004262,2025-01-24,37,m,english,80224,full_time,50k_75k,referral,0
M004263,2025-07-18,49,f,english,80010,retired,25k_50k,branch,0
M004264,2024-06-08,36,m,english,67208,full_time,25k_50k,branch,0
M004265,2025-07-07,39,m,english,67214,full_time,75k_100k,online,0
M004266,2024-02-16,46,m,spanish,80209,unemployed,50k_75k,online,0
M004267,2024-06-07,43,f,english,80010,student,50k_75k,online,0
M004268,2025-03-21,18,f,english,80110,full_time,50k_75k,online,0
M004269,2025-06-06,27,f,english,80203,part_time,25k_50k,online,1
M004270,2024-06-03,51,m,english,80211,full_time,25k_50k,branch,0
M004271,2024-12-04,38,m,english,80209,full_time,75k_100k,referral,0
M004272,2024-12-30,34,f,english,80016,retired,under_25k,online,0
M004273,2025-07-27,24,m,english,80122,retired,100k_plus,online,0
M004274,2024-05-27,27,f,english,80012,student,25k_50k,referral,0
M004275,2024-05-23,18,f,spanish,80110,part_time,50k_75k,branch,0
M004276,2024-04-12,39,m,english,80010,full_time,25k_50k,branch,0
M004277,2024-04-02,33,f,english,67226,retired,25k_50k,online,0
M004278,2024-10-12,28,f,english,80227,full_time,75k_100k,online,0
M004279,2025-02-27,39,f,spanish,80212,full_time,50k_75k,online,1
M004280,2024-04-28,44,f,english,80123,unemployed,25k_50k,referral,1
M004281,2024-01-29,65,f,english,80203,retired,25k_50k,branch,0
M004282,2025-05-25,22,f,english,80033,part_time,25k_50k,online,0
M004283,2024-01-30,54,m,spanish,80033,full_time,50k_75k,online,0
M004284,2024-12-31,52,m,english,80226,full_time,75k_100k,branch,0
M004285,2024-05-17,31,m,english,80022,full_time,25k_50k,online,0
M004286,2025-04-19,42,m,english,80014,part_time,25k_50k,online,0
M004287,2025-07-16,35,m,english,80207,student,75k_100k,online,0
M004288,2025-01-26,42,f,english,80218,student,75k_100k,online,0
M004289,2025-03-10,58,f,spanish,80206,part_time,25k_50k,branch,0
M004290,2024-08-21,47,m,spanish,80216,part_time,50k_75k,referral,0
M004291,2024-02-24,46,m,english,67202,student,100k_plus,online,0
M004292,2024-10-18,35,m,english,67218,student,75k_100k,online,0
M004293,2024-11-07,22,m,english,80022,unemployed,25k_50k,online,0
M004294,2025-07-01,37,m,spanish,67227,retired,50k_75k,referral,1
M004295,2024-03-29,54,f,english,80017,full_time,100k_plus,online,0
M004296,2024-07-30,22,f,spanish,80121,unemployed,50k_75k,online,0
M004297,2024-11-13,27,f,english,67219,full_time,75k_100k,referral,0
M004298,2025-04-09,42,m,english,80226,unemployed,under_25k,online,1
M004299,2024-03-27,28,m,english,67206,student,75k_100k,online,0
M004300,2025-02-12,30,m,english,80122,part_time,50k_75k,referral,0
M004301,2024-08-27,35,f,english,67207,full_time,25k_50k,online,1
M004302,2024-02-26,24,f,other,80120,full_time,50k_75k,online,0
M004303,2024-04-22,28,m,english,80204,full_time,under_25k,branch,0
M004304,2024-03-10,48,f,english,80231,retired,75k_100k,event,0
M004305,2024-07-02,24,m,english,80211,full_time,75k_100k,event,0
M004306,2024-10-02,21,f,english,80226,part_time,50k_75k,branch,0
M004307,2024-08-20,32,f,english,80202,unemployed,50k_75k,online,0
M004308,2024-02-23,49,m,english,80209,full_time,50k_75k,referral,0
M004309,2024-09-13,38,f,spanish,67227,student,under_25k,online,0
M004310,2024-03-30,34,m,english,80204,full_time,50k_75k,branch,0
M004311,2025-03-10,41,m,spanish,80231,full_time,25k_50k,online,0
M004312,2025-09-16,19,m,english,80033,retired,25k_50k,branch,1
M004313,2025-02-11,46,m,english,67207,part_time,100k_plus,online,0
M004314,2024-09-25,45,m,english,80204,full_time,25k_50k,branch,0
M004315,2024-12-31,35,f,english,67219,full_time,50k_75k,online,0
M004316,2024-12-16,52,m,english,80206,retired,100k_plus,online,0
M004317,2024-10-25,26,m,english,80123,full_time,50k_75k,branch,0
M004318,2024-06-07,54,f,english,80015,full_time,50k_75k,online,0
M004319,2025-05-01,42,f,spanish,80120,student,25k_50k,branch,0
M004320,2025-06-09,36,f,english,80224,retired,25k_50k,referral,0
M004321,2024-12-20,40,f,spanish,80222,student,50k_75k,online,1
M004322,2025-09-12,39,f,english,67212,full_time,50k_75k,online,0
M004323,2025-02-04,55,m,spanish,67214,full_time,under_25k,referral,0
M004324,2025-02-08,27,f,spanish,80112,student,50k_75k,branch,0
M004325,2024-04-05,31,m,english,80219,full_time,75k_100k,event,0
M004326,2025-07-23,52,m,english,67207,part_time,under_25k,referral,0
M004327,2025-01-26,33,m,english,67206,student,under_25k,online,0
M004328,2024-12-17,51,m,english,80122,retired,under_25k,online,0
M004329,2025-07-29,60,f,other,67211,full_time,75k_100k,online,0
M004330,2025-09-24,35,f,english,67202,full_time,75k_100k,online,1
M004331,2024-10-14,48,m,english,80123,full_time,under_25k,online,0
M004332,2025-06-06,26,f,spanish,80010,student,100k_plus,referral,0
M004333,2024-06-10,49,f,english,80014,student,75k_100k,online,0
M004334,2025-09-08,42,m,english,80016,full_time,50k_75k,online,0
M004335,2024-06-30,46,f,english,80120,full_time,25k_50k,branch,0
M004336,2025-07-02,32,m,english,80224,part_time,50k_75k,online,0
M004337,2024-03-22,20,f,english,67213,retired,100k_plus,online,1
M004338,2025-06-07,46,m,english,80204,student,100k_plus,online,0
M004339,2024-01-04,18,f,english,80012,part_time,75k_100k,branch,0
M004340,2025-05-09,36,f,english,80017,unemployed,50k_75k,branch,0
M004341,2025-07-08,51,f,english,80206,full_time,25k_50k,online,0
M004342,2024-02-20,42,m,english,80014,full_time,100k_plus,online,0
M004343,2024-09-17,63,m,english,67202,full_time,75k_100k,online,0
M004344,2024-05-13,52,m,english,67214,unemployed,50k_75k,online,0
M004345,2025-08-21,32,f,spanish,80033,part_time,75k_100k,online,0
M004346,2024-12-27,40,m,english,80212,full_time,25k_50k,online,1
M004347,2025-07-21,39,m,english,80204,full_time,25k_50k,online,0
M004348,2024-08-04,21,f,english,67207,full_time,75k_100k,branch,0
M004349,2024-03-08,29,m,english,67207,full_time,50k_75k,online,0
M004350,2025-07-09,33,f,other,80216,full_time,50k_75k,online,0
M004351,2024-05-22,18,m,english,80224,unemployed,50k_75k,referral,0
M004352,2024-12-11,41,m,spanish,67203,full_time,25k_50k,online,0
M004353,2025-07-07,37,m,english,67202,full_time,50k_75k,branch,0
M004354,2025-08-07,20,f,english,80212,full_time,50k_75k,branch,0
M004355,2024-07-12,45,m,english,80203,student,25k_50k,online,1
M004356,2024-09-02,49,m,english,80207,part_time,50k_75k,online,0
M004357,2024-11-09,43,f,english,80015,full_time,50k_75k,online,1
M004358,2025-01-18,36,f,english,67226,retired,100k_plus,online,0
M004359,2024-10-03,47,m,spanish,80209,student,25k_50k,online,0
M004360,2024-03-12,48,f,spanish,80223,unemployed,50k_75k,online,0
M004361,2024-05-08,44,m,spanish,80012,full_time,100k_plus,branch,0
M004362,2024-12-23,30,m,english,80016,full_time,25k_50k,online,0
M004363,2025-06-08,43,f,english,67227,unemployed,75k_100k,event,0
M004364,2024-08-07,54,m,english,67202,student,25k_50k,branch,0
M004365,2024-01-06,33,f,english,67211,retired,100k_plus,online,0
M004366,2025-09-15,65,m,english,80220,part_time,50k_75k,online,0
M004367,2024-08-15,34,f,english,80206,student,100k_plus,branch,0
M004368,2024-01-17,40,m,other,80121,student,25k_50k,online,0
M004369,2025-08-07,32,f,spanish,80017,full_time,75k_100k,branch,0
M004370,2024-01-12,43,m,spanish,80017,part_time,75k_100k,online,0
M004371,2025-08-20,19,f,spanish,80033,student,75k_100k,referral,0
M004372,2025-05-13,33,m,english,80112,full_time,under_25k,branch,0
M004373,2025-09-25,27,f,english,80110,full_time,25k_50k,online,1
M004374,2025-05-16,42,f,spanish,80202,full_time,25k_50k,referral,0
M004375,2024-03-10,52,m,english,80014,retired,25k_50k,online,0
M004376,2024-04-17,48,m,english,80110,student,75k_100k,online,0
M004377,2024-07-19,18,f,english,80202,part_time,under_25k,branch,1
M004378,2024-02-21,65,m,english,67226,student,75k_100k,referral,1
M004379,2025-07-02,44,f,spanish,80022,full_time,50k_75k,online,0
M004380,2025-09-20,31,m,spanish,80112,retired,25k_50k,branch,1
M004381,2024-09-15,42,unknown,english,80209,full_time,25k_50k,online,0
M004382,2025-04-26,42,f,english,67226,student,under_25k,online,0
M004383,2024-09-20,32,m,english,67219,full_time,50k_75k,online,0
M004384,2024-10-29,42,m,english,80206,full_time,50k_75k,branch,0
M004385,2025-07-29,33,m,english,67211,full_time,50k_75k,online,0
M004386,2025-07-07,35,m,spanish,80122,full_time,100k_plus,online,0
M004387,2025-07-08,32,m,english,67207,retired,25k_50k,event,0
M004388,2024-05-04,23,f,other,80209,full_time,75k_100k,online,0
M004389,2024-09-26,42,f,english,80202,full_time,75k_100k,online,0
M004390,2025-04-24,47,m,english,80212,unemployed,under_25k,branch,0
M004391,2024-05-11,46,f,english,80121,full_time,100k_plus,online,0
M004392,2024-01-02,50,m,english,80202,unemployed,100k_plus,online,0
M004393,2024-04-24,44,m,english,67207,unemployed,50k_75k,branch,0
M004394,2025-04-25,34,m,spanish,80226,full_time,50k_75k,branch,0
M004395,2024-01-01,50,f,english,67214,full_time,75k_100k,referral,0
M004396,2024-11-26,24,f,english,80030,part_time,50k_75k,online,1
M004397,2025-07-30,29,m,english,67212,retired,75k_100k,referral,0
M004398,2025-09-28,28,m,english,80223,full_time,under_25k,branch,0
M004399,2025-01-25,53,m,english,80033,full_time,25k_50k,online,1
M004400,2024-05-22,51,f,other,67208,student,under_25k,online,1
M004401,2024-11-23,46,m,english,80204,full_time,50k_75k,online,0
M004402,2025-09-19,53,f,english,67208,full_time,100k_plus,branch,0
M004403,2025-01-11,29,f,english,80206,unemployed,50k_75k,branch,1
M004404,2024-03-30,44,m,english,80203,unemployed,50k_75k,branch,1
M004405,2024-02-11,38,f,english,80016,full_time,50k_75k,online,0
M004406,2024-02-04,50,m,spanish,80224,full_time,under_25k,branch,0
M004407,2025-05-08,39,f,english,80111,part_time,75k_100k,branch,0
M004408,2025-07-06,35,m,english,80226,full_time,50k_75k,online,0
M004409,2024-05-03,46,other,english,80219,full_time,100k_plus,online,0
M004410,2024-02-26,51,f,english,67206,retired,50k_75k,referral,0
M004411,2025-03-31,32,f,english,80123,unemployed,50k_75k,event,0
M004412,2024-08-22,39,f,english,80209,full_time,100k_plus,online,0
M004413,2025-08-30,27,f,english,67203,student,25k_50k,event,0
M004414,2025-01-26,18,m,spanish,80224,full_time,25k_50k,online,0
M004415,2025-05-06,42,m,english,80227,full_time,50k_75k,online,0
M004416,2024-12-08,47,m,english,80211,full_time,50k_75k,online,0
M004417,2024-06-24,43,f,english,67207,full_time,50k_75k,referral,0
M004418,2024-02-21,18,f,english,67206,part_time,25k_50k,branch,0
M004419,2025-07-03,36,f,english,67213,student,100k_plus,online,0
M004420,2025-04-22,18,f,english,80227,full_time,75k_100k,online,0
M004421,2025-05-03,56,f,english,80203,full_time,25k_50k,branch,0
M004422,2024-01-05,27,f,english,80030,full_time,25k_50k,referral,1
M004423,2025-09-23,55,f,english,67202,student,100k_plus,online,0
M004424,2024-07-27,51,f,english,80122,full_time,50k_75k,online,1
M004425,2024-08-04,29,m,other,80123,full_time,50k_75k,event,0
M004426,2025-06-19,26,m,english,80033,full_time,25k_50k,online,1
M004427,2024-12-07,44,f,english,80010,full_time,25k_50k,online,1
M004428,2025-02-04,30,f,english,67218,full_time,50k_75k,referral,0
M004429,2025-04-06,41,other,spanish,80227,full_time,75k_100k,online,0
M004430,2024-07-29,34,f,english,80223,student,25k_50k,online,0
M004431,2024-01-26,19,m,english,80030,retired,100k_plus,online,0
M004432,2024-09-08,18,m,english,80204,full_time,25k_50k,online,0
M004433,2024-01-03,43,m,spanish,80122,full_time,75k_100k,branch,0
M004434,2024-01-02,33,m,english,67202,full_time,50k_75k,branch,0
M004435,2025-08-26,33,m,english,80121,unemployed,75k_100k,online,0
M004436,2024-01-02,48,f,english,80203,full_time,100k_plus,branch,0
M004437,2024-05-29,54,m,english,80033,part_time,25k_50k,online,0
M004438,2025-08-05,37,f,spanish,80205,full_time,50k_75k,branch,0
M004439,2024-01-04,36,m,english,67206,full_time,25k_50k,online,0
M004440,2025-05-11,46,f,english,80231,full_time,75k_100k,online,0
M004441,2025-07-03,24,f,english,80123,full_time,75k_100k,referral,1
M004442,2025-04-12,43,f,english,80216,full_time,50k_75k,online,0
M004443,2024-03-10,47,m,english,80010,full_time,50k_75k,online,0
M004444,2024-07-19,48,f,english,80207,full_time,25k_50k,online,0
M004445,2024-11-03,18,m,english,80202,part_time,25k_50k,online,0
M004446,2024-09-08,31,f,english,80110,part_time,25k_50k,online,1
M004447,2024-10-13,29,m,english,80224,part_time,25k_50k,online,0
M004448,2024-10-18,41,f,spanish,80209,full_time,25k_50k,referral,0
M004449,2024-06-02,46,m,english,67203,full_time,100k_plus,branch,0
M004450,2024-05-12,58,f,english,67226,retired,25k_50k,online,0
M004451,2025-08-08,34,f,spanish,80222,full_time,25k_50k,online,0
M004452,2024-09-30,34,m,english,80205,retired,50k_75k,online,0
M004453,2025-05-23,54,f,english,80030,retired,100k_plus,online,1
M004454,2024-12-18,44,m,spanish,80223,full_time,75k_100k,online,0
M004455,2024-01-05,55,f,english,80111,retired,25k_50k,referral,0
M004456,2024-10-19,43,m,spanish,80122,part_time,75k_100k,online,0
M004457,2024-12-25,26,f,english,67202,part_time,75k_100k,online,1
M004458,2025-08-20,24,f,other,80231,retired,100k_plus,online,0
M004459,2024-08-01,21,m,english,80222,full_time,100k_plus,branch,0
M004460,2025-02-09,48,m,spanish,67207,student,under_25k,branch,1
M004461,2025-03-11,54,f,spanish,67227,part_time,50k_75k,event,0
M004462,2024-01-15,62,f,english,80016,student,75k_100k,online,1
M004463,2024-09-29,50,f,english,80010,part_time,100k_plus,online,0
M004464,2025-07-16,54,m,spanish,80218,full_time,under_25k,online,0
M004465,2024-02-14,33,m,english,80205,full_time,50k_75k,online,0
M004466,2025-09-25,26,f,english,67214,unemployed,50k_75k,branch,0
M004467,2025-02-15,50,f,spanish,80022,full_time,50k_75k,online,0
M004468,2024-07-05,45,f,english,80030,full_time,50k_75k,branch,0
M004469,2024-06-18,41,m,spanish,67203,full_time,50k_75k,online,1
M004470,2025-08-16,45,m,spanish,67219,full_time,100k_plus,branch,0
M004471,2025-02-04,44,f,spanish,80204,full_time,75k_100k,branch,0
M004472,2024-09-02,55,m,english,80016,full_time,75k_100k,referral,1
M004473,2025-07-05,56,f,english,80203,full_time,50k_75k,online,0
M004474,2024-02-12,47,m,spanish,67202,retired,100k_plus,online,0
M004475,2024-06-27,50,m,english,80022,full_time,under_25k,branch,1
M004476,2025-04-01,46,f,english,80014,part_time,25k_50k,online,0
M004477,2025-06-18,34,m,spanish,80211,full_time,100k_plus,online,0
M004478,2025-08-29,49,m,english,67226,retired,50k_75k,branch,0
M004479,2024-08-31,23,f,english,80123,part_time,25k_50k,online,0
M004480,2024-01-17,53,f,english,80110,full_time,100k_plus,online,0
M004481,2024-04-21,26,f,english,80204,full_time,100k_plus,referral,0
M004482,2025-09-06,43,f,english,67214,retired,100k_plus,online,0
M004483,2025-08-20,30,m,english,67213,student,25k_50k,online,0
M004484,2025-06-30,47,m,spanish,80111,retired,25k_50k,online,0
M004485,2024-01-30,40,m,english,80120,full_time,50k_75k,referral,0
M004486,2024-07-10,21,f,english,67213,unemployed,50k_75k,online,0
M004487,2025-03-12,45,f,english,80202,full_time,100k_plus,online,0
M004488,2024-06-27,33,f,english,80219,full_time,100k_plus,online,0
M004489,2025-09-07,51,f,english,80227,full_time,100k_plus,online,0
M004490,2025-04-18,40,f,spanish,67203,full_time,under_25k,online,0
M004491,2025-09-25,45,m,other,67227,part_time,75k_100k,online,0
M004492,2024-05-13,29,m,english,67211,retired,100k_plus,online,0
M004493,2024-11-07,33,m,spanish,67204,unemployed,25k_50k,branch,0
M004494,2024-01-25,34,m,english,67202,part_time,25k_50k,online,1
M004495,2025-01-05,50,m,other,80204,full_time,75k_100k,online,0
M004496,2025-06-08,60,f,english,67212,unemployed,under_25k,online,0
M004497,2024-11-14,30,m,spanish,80226,part_time,100k_plus,online,0
M004498,2024-08-17,53,f,spanish,80112,unemployed,25k_50k,event,0
M004499,2024-04-11,18,f,spanish,80123,retired,50k_75k,event,0
M004500,2025-03-25,26,unknown,english,67212,full_time,100k_plus,referral,0
M004501,2025-01-12,28,f,english,80123,full_time,100k_plus,online,0
M004502,2024-07-21,24,f,english,80231,full_time,75k_100k,branch,0
M004503,2024-09-23,21,m,english,80206,retired,75k_100k,branch,1
M004504,2025-04-06,45,m,english,80022,retired,100k_plus,online,1
M004505,2024-12-30,37,f,english,67219,part_time,100k_plus,branch,0
M004506,2024-04-13,45,m,english,80212,full_time,75k_100k,referral,0
M004507,2024-04-20,48,f,english,80017,full_time,75k_100k,online,0
M004508,2025-03-03,43,m,english,80122,unemployed,50k_75k,branch,1
M004509,2025-04-13,48,f,english,80111,full_time,50k_75k,branch,1
M004510,2025-08-03,39,f,english,67206,part_time,100k_plus,online,0
M004511,2025-07-14,26,m,english,80206,retired,75k_100k,online,1
M004512,2024-09-06,53,unknown,spanish,67203,retired,100k_plus,online,0
M004513,2025-04-26,33,m,english,67213,part_time,under_25k,online,0
M004514,2024-11-26,29,m,spanish,67203,full_time,50k_75k,online,0
M004515,2025-08-09,38,f,english,80012,student,25k_50k,branch,0
M004516,2024-07-19,29,f,spanish,80010,full_time,50k_75k,branch,1
M004517,2025-03-29,35,f,spanish,80016,part_time,50k_75k,event,0
M004518,2025-05-18,44,f,english,80010,full_time,100k_plus,online,0
M004519,2025-06-29,44,m,english,80012,retired,under_25k,online,0
M004520,2024-04-20,29,m,english,67212,unemployed,25k_50k,online,0
M004521,2025-06-27,34,m,english,80123,unemployed,100k_plus,online,0
M004522,2024-07-27,53,m,english,80121,full_time,100k_plus,online,0
M004523,2025-09-09,46,f,spanish,80216,full_time,under_25k,online,1
M004524,2024-02-02,65,f,english,80204,full_time,25k_50k,branch,0
M004525,2025-07-08,54,m,spanish,80017,full_time,under_25k,online,0
M004526,2024-04-16,54,f,english,67211,full_time,75k_100k,branch,0
M004527,2024-09-21,23,f,english,67204,student,75k_100k,referral,0
M004528,2024-08-13,49,m,english,80203,full_time,50k_75k,online,0
M004529,2025-05-01,39,m,english,80220,full_time,75k_100k,branch,0
M004530,2024-06-27,33,m,other,67207,part_time,50k_75k,online,1
M004531,2024-08-09,42,f,english,67211,full_time,25k_50k,branch,0
M004532,2025-01-04,51,m,spanish,80222,full_time,75k_100k,branch,0
M004533,2025-09-28,46,f,spanish,80205,full_time,75k_100k,online,0
M004534,2024-06-15,29,m,english,80211,part_time,100k_plus,branch,0
M004535,2025-07-06,49,m,english,80206,part_time,100k_plus,online,0
M004536,2024-10-26,32,m,spanish,80111,full_time,75k_100k,event,0
M004537,2025-01-15,43,f,english,67207,full_time,under_25k,online,0
M004538,2024-02-04,36,f,english,67203,full_time,under_25k,online,0
M004539,2025-02-10,37,f,english,80111,full_time,75k_100k,online,0
M004540,2025-05-16,49,m,spanish,80110,full_time,under_25k,branch,1
M004541,2024-11-09,28,m,english,67219,student,25k_50k,branch,0
M004542,2024-04-10,63,m,spanish,67208,full_time,25k_50k,referral,0
M004543,2025-07-22,18,m,other,67203,full_time,100k_plus,branch,0
M004544,2024-08-02,33,f,english,80206,full_time,25k_50k,online,0
