account_id,member_id,account_type,open_date,status,balance,interest_rate,funded_flag
A012497,M003552,checking,2023-07-10,active,1669.54,2.246,1
A012498,M007400,cd,2023-04-27,closed,5778.96,2.241,1
A012499,M000288,savings,2023-07-11,active,2066.49,2.567,0
A012500,M003334,savings,2023-02-11,closed,3403.27,1.35,1
A012501,M006551,savings,2023-03-19,active,1684.47,0.837,1
A012502,M006374,loan,2023-03-01,active,20989.53,1.742,0
A012503,M009478,credit_card,2023-11-10,active,9728.0,2.89,1
A012504,M006658,checking,2023-11-23,active,2574.16,2.499,1
A012505,M006448,checking,2023-10-02,active,5849.03,0.183,1
A012506,M004497,checking,2024-07-11,active,2514.9,3.219,1
A012507,M008880,checking,2024-08-06,active,2573.37,2.826,1
A012508,M000284,credit_card,2024-07-22,active,2511.48,1.244,1
A012509,M005371,cd,2023-03-21,active,1601.76,1.524,1
A012510,M007229,checking,2023-03-16,active,1745.99,1.408,1
A012511,M006190,savings,2023-11-18,closed,14016.31,2.702,1
A012512,M001747,savings,2023-04-07,active,22345.41,1.287,1
A012513,M006833,savings,2023-09-26,closed,3014.74,1.25,1
A012514,M008306,savings,2024-07-23,active,10318.55,2.116,1
A012515,M009092,checking,2023-02-24,active,4124.03,1.397,1
A012516,M007230,credit_card,2024-10-01,closed,2862.3,4.409,1
A012517,M002889,checking,2023-08-09,active,380.51,1.361,0
A012518,M005898,savings,2023-06-10,active,10906.42,2.731,0
A012519,M003944,checking,2024-04-02,active,8067.45,0.568,1
A012520,M005887,savings,2024-04-09,active,2238.77,1.17,0
A012521,M005714,checking,2024-04-08,active,9693.36,3.19,1
A012522,M002106,savings,2024-09-28,active,552.42,1.608,1
A012523,M002884,checking,2024-01-16,active,2748.61,1.796,1
A012524,M006148,savings,2024-03-22,active,5435.97,2.423,1
A012525,M000035,savings,2023-06-27,active,3973.88,1.095,1
A012526,M009187,checking,2023-10-02,active,423.16,3.97,1
A012527,M001106,checking,2023-05-19,active,240.83,1.374,1
A012528,M003396,checking,2024-02-28,active,3966.05,2.295,1
A012529,M008087,savings,2024-02-26,active,8890.02,1.316,1
A012530,M000920,savings,2024-06-01,active,1884.37,1.441,1
A012531,M008825,savings,2024-02-23,active,3127.42,1.871,1
A012532,M004314,savings,2023-05-16,active,2085.69,2.031,1
A012533,M007661,savings,2023-03-12,active,4722.0,1.21,1
A012534,M006211,checking,2024-09-01,active,2996.01,0.673,1
A012535,M002908,checking,2023-09-25,active,16737.25,1.901,1
A012536,M006195,loan,2024-08-30,active,2912.34,2.639,1
A012537,M000023,cd,2023-03-23,active,4362.83,3.537,1
A012538,M008066,savings,2024-06-23,active,1689.37,1.547,0
A012539,M006632,credit_card,2023-08-14,active,16696.28,0.562,1
A012540,M008460,savings,2023-09-21,active,11855.65,3.77,1
A012541,M006606,checking,2024-04-18,closed,1667.42,3.474,1
A012542,M005087,savings,2023-05-10,active,3499.89,0.324,0
A012543,M006868,checking,2023-04-03,active,5311.54,3.043,1
A012544,M004109,checking,2024-03-17,active,3417.31,3.004,0
A012545,M000375,checking,2023-11-21,active,2047.03,1.626,1
A012546,M001197,savings,2023-04-21,active,2281.49,0.601,1
A012547,M003807,savings,2024-03-17,active,12341.89,2.441,1
A012548,M005366,savings,2024-05-21,active,2663.66,2.546,1
A012549,M002965,loan,2023-06-24,active,1288.33,1.85,1
A012550,M009179,savings,2024-05-26,active,9244.75,2.192,1
A012551,M003275,credit_card,2023-02-14,active,2089.99,1.242,1
A012552,M009046,savings,2024-05-21,closed,678.8,3.874,1
A012553,M004585,savings,2024-02-29,active,467.67,3.06,1
A012554,M006332,savings,2023-02-20,active,4668.82,2.681,1
A012555,M007226,loan,2023-12-09,closed,13001.03,1.215,1
A012556,M004632,checking,2024-07-04,active,3905.04,1.267,1
A012557,M007215,loan,2023-02-25,active,3709.87,1.659,1
A012558,M005773,savings,2023-03-15,closed,14003.25,2.183,1
A012559,M003171,checking,2023-04-13,active,363.22,2.113,1
A012560,M007352,savings,2024-04-28,active,7273.85,1.279,1
A012561,M008021,cd,2024-01-20,active,460.81,1.508,1
A012562,M002237,savings,2024-07-30,active,2522.56,0.219,1
A012563,M009954,checking,2023-08-19,active,2033.59,1.716,1
A012564,M009837,savings,2023-09-15,active,1782.89,2.149,1
A012565,M004758,checking,2023-01-06,active,12356.97,2.931,1
A012566,M006032,savings,2024-03-22,active,2798.4,2.009,1
A012567,M000888,savings,2023-03-14,closed,244.15,1.505,0
A012568,M001893,savings,2024-08-19,closed,416.85,2.542,1
A012569,M009556,savings,2023-09-02,active,10227.06,1.188,1
A012570,M004896,credit_card,2024-08-31,closed,2068.78,1.741,0
A012571,M007946,savings,2024-05-16,closed,3282.67,2.29,1
A012572,M008851,savings,2024-05-06,active,5763.91,3.052,1
A012573,M001612,savings,2024-02-21,active,14284.77,0.1,0
A012574,M006420,checking,2023-04-26,closed,10128.5,0.41,1
A012575,M000021,loan,2023-11-18,closed,22157.77,2.37,0
A012576,M005651,savings,2024-05-11,active,1835.05,1.136,1
A012577,M005027,checking,2024-06-04,active,6250.05,2.25,1
A012578,M005638,checking,2024-05-07,active,15989.43,3.745,1
A012579,M001738,credit_card,2023-07-18,closed,2122.63,1.491,1
A012580,M003053,credit_card,2023-07-22,active,9668.17,3.055,1
A012581,M006506,checking,2024-04-18,active,2122.59,4.629,1
A012582,M000857,checking,2024-05-20,active,171.05,2.712,1
A012583,M007127,loan,2023-10-02,closed,21729.7,2.951,1
A012584,M006280,checking,2024-05-16,active,16038.18,2.116,1
A012585,M003980,checking,2023-07-06,active,8278.57,1.003,1
A012586,M009974,savings,2024-06-02,active,647.22,1.721,1
A012587,M008216,checking,2024-03-31,active,15804.19,1.739,1
A012588,M004202,savings,2023-04-14,active,4028.8,1.617,0
A012589,M005556,savings,2023-06-16,active,4706.54,0.776,1
A012590,M009434,savings,2024-02-10,active,24479.29,2.136,1
A012591,M006314,savings,2024-06-15,active,688.73,2.528,1
A012592,M008515,savings,2024-03-25,active,18974.71,1.321,1
A012593,M006602,checking,2023-08-08,closed,9116.6,2.457,1
A012594,M008039,checking,2024-01-06,closed,3615.95,2.923,1
A012595,M009299,savings,2023-02-27,active,13797.55,1.819,1
A012596,M007679,savings,2023-10-30,active,471.99,1.936,0
A012597,M004583,savings,2024-04-19,active,27174.48,1.336,1
A012598,M000666,checking,2023-01-19,active,23607.55,2.229,1
A012599,M009001,loan,2024-01-13,active,2234.91,3.749,1
A012600,M009557,savings,2023-06-13,active,941.76,0.963,0
A012601,M006948,savings,2023-10-06,closed,173.28,2.695,1
A012602,M007502,checking,2023-09-14,active,2981.42,1.28,1
A012603,M002903,checking,2023-06-24,closed,116.32,0.695,1
A012604,M009534,checking,2024-03-01,active,2599.53,2.835,0
A012605,M005615,checking,2023-03-17,active,5575.56,1.567,1
A012606,M002930,credit_card,2024-03-22,active,1990.75,3.009,1
A012607,M008760,credit_card,2023-09-16,closed,1998.91,3.002,1
A012608,M003586,credit_card,2023-03-03,closed,6848.29,3.001,1
A012609,M004023,savings,2024-04-04,closed,4461.53,1.146,1
A012610,M007553,loan,2024-01-08,active,2853.67,2.282,1
A012611,M002133,checking,2023-07-23,closed,19668.61,1.504,1
A012612,M003240,savings,2023-12-31,active,2928.86,2.863,1
A012613,M008967,cd,2024-01-30,active,1638.04,2.159,1
A012614,M004236,savings,2024-01-06,active,5345.31,1.707,1
A012615,M004794,loan,2023-06-15,active,1849.44,1.655,1
A012616,M008785,savings,2023-11-28,active,13866.58,1.448,0
A012617,M000823,savings,2023-04-08,active,4109.48,0.499,1
A012618,M004251,credit_card,2023-11-27,active,12286.43,1.976,1
A012619,M001107,savings,2024-01-05,closed,896.98,1.978,1
A012620,M004859,credit_card,2023-02-15,active,9145.52,1.355,1
A012621,M001178,savings,2023-01-26,active,2285.15,2.27,0
A012622,M002706,credit_card,2023-06-21,active,351.79,1.317,1
A012623,M001628,savings,2023-01-19,closed,44657.14,1.727,1
A012624,M002074,checking,2023-08-16,active,2230.98,0.288,1
A012625,M001715,cd,2024-06-25,active,4574.95,1.802,1
A012626,M008000,loan,2024-03-01,active,8007.3,2.497,1
A012627,M008150,credit_card,2023-12-01,active,3091.32,1.747,1
A012628,M009627,loan,2023-04-24,active,3631.78,1.233,1
A012629,M004705,credit_card,2024-04-13,active,3872.51,1.823,1
A012630,M005783,savings,2023-09-29,active,1688.21,1.864,1
A012631,M007616,checking,2024-04-20,active,8439.34,1.441,1
A012632,M001699,savings,2023-06-02,active,4531.68,2.983,1
A012633,M007892,savings,2023-05-28,active,1241.65,0.758,1
A012634,M000096,savings,2023-03-14,active,13049.63,2.297,1
A012635,M000169,checking,2023-05-18,closed,1549.93,2.102,1
A012636,M001925,checking,2023-10-12,active,3186.52,1.17,1
A012637,M004701,loan,2023-12-07,active,683.33,0.794,1
A012638,M006326,checking,2024-06-20,active,32560.27,1.645,0
A012639,M009895,checking,2024-02-25,active,331.31,3.244,1
A012640,M007760,savings,2023-05-07,active,1592.01,1.873,1
A012641,M004060,checking,2024-07-15,active,8755.62,1.205,1
A012642,M007168,checking,2023-12-14,active,4692.61,1.786,1
A012643,M002846,checking,2024-04-17,closed,2919.96,0.73,1
A012644,M005745,savings,2024-05-11,active,304.96,2.322,1
A012645,M002321,checking,2023-04-22,active,8008.21,1.406,1
A012646,M006163,savings,2023-04-07,active,1605.47,2.06,1
A012647,M005607,checking,2023-12-08,closed,4274.24,2.153,1
A012648,M002661,credit_card,2023-12-19,active,1389.97,4.284,1
A012649,M009593,savings,2024-05-10,active,2874.27,1.606,1
A012650,M002635,savings,2023-08-11,active,318.35,2.416,1
A012651,M009233,savings,2024-03-16,active,664.48,1.84,1
A012652,M002575,savings,2023-09-05,active,835.45,1.847,1
A012653,M004140,checking,2024-01-06,active,2274.07,2.51,1
A012654,M001578,checking,2023-01-19,active,1375.99,3.268,1
A012655,M000781,checking,2023-09-09,active,1325.58,1.678,1
A012656,M002653,checking,2023-12-19,active,3561.51,1.281,1
A012657,M003706,savings,2023-02-19,active,797.55,1.317,1
A012658,M005497,savings,2024-06-22,active,8023.73,2.395,1
A012659,M002951,credit_card,2023-06-28,active,5049.83,2.778,1
A012660,M009230,checking,2024-08-11,active,2543.34,4.404,1
A012661,M001942,credit_card,2024-07-02,closed,3441.31,3.181,1
A012662,M006654,credit_card,2023-02-17,closed,5895.84,2.533,0
A012663,M007109,savings,2023-04-07,active,14874.67,2.606,0
A012664,M006012,loan,2023-11-30,active,1448.6,1.082,1
A012665,M006561,checking,2023-07-18,active,5390.08,1.621,1
A012666,M007307,credit_card,2023-03-19,active,7310.38,1.223,1
A012667,M002138,checking,2023-05-18,active,4288.5,2.428,1
A012668,M009226,checking,2024-06-01,closed,4619.34,1.166,1
A012669,M002372,credit_card,2023-02-14,active,2650.71,1.67,1
A012670,M001887,savings,2024-05-10,active,3310.04,0.492,0
A012671,M005311,cd,2023-09-21,active,4180.04,0.919,1
A012672,M001020,loan,2023-08-11,active,2405.22,2.069,1
A012673,M006697,cd,2024-01-31,active,852.29,2.462,1
A012674,M006430,savings,2024-07-04,active,2475.28,2.479,1
A012675,M007477,savings,2023-11-20,closed,4234.46,1.447,1
A012676,M005998,checking,2024-09-12,active,6429.81,1.716,0
A012677,M007946,credit_card,2023-09-12,active,9741.31,3.009,1
A012678,M005035,savings,2023-06-17,closed,674.23,3.231,1
A012679,M005410,cd,2024-03-08,closed,1285.06,3.043,1
A012680,M009970,credit_card,2023-06-27,active,1076.1,3.062,1
A012681,M001655,savings,2024-09-28,active,12933.15,2.584,1
A012682,M002146,checking,2023-12-22,active,13498.4,0.593,1
A012683,M004238,credit_card,2024-07-21,active,6121.62,2.828,1
A012684,M009865,credit_card,2024-09-20,active,1418.94,3.055,1
A012685,M002331,checking,2024-06-04,active,12145.14,0.618,1
A012686,M003262,savings,2023-10-09,active,1494.29,3.955,1
A012687,M002591,credit_card,2024-06-22,active,13333.61,0.466,0
A012688,M006653,checking,2024-07-25,active,17042.0,2.452,1
A012689,M006345,savings,2024-03-31,closed,9112.13,1.115,1
A012690,M001011,checking,2023-03-23,active,3089.62,1.834,1
A012691,M002669,cd,2024-01-28,active,8292.54,2.232,1
A012692,M007518,checking,2023-04-03,active,599.09,3.435,1
A012693,M006920,savings,2024-05-21,active,1128.97,0.1,1
A012694,M002670,checking,2024-06-15,closed,16615.7,3.761,1
A012695,M001438,loan,2023-07-11,active,2460.93,2.607,1
A012696,M006577,credit_card,2023-01-16,active,1610.07,2.724,0
A012697,M004067,credit_card,2023-08-27,active,823.72,4.733,1
A012698,M004230,savings,2023-10-24,active,4740.9,2.262,1
A012699,M001595,loan,2023-08-28,active,1378.14,2.393,1
A012700,M006577,checking,2023-02-08,closed,3400.63,2.745,1
A012701,M003961,cd,2023-03-30,active,7714.53,3.158,1
A012702,M006141,savings,2023-09-12,active,12546.85,1.215,1
A012703,M001823,loan,2023-06-25,active,3911.79,2.472,1
A012704,M009697,savings,2023-09-13,active,2870.55,2.767,1
A012705,M009733,checking,2023-08-17,active,4427.63,2.051,1
A012706,M000221,savings,2023-04-04,active,2237.76,1.11,1
A012707,M008365,savings,2024-08-15,active,1764.95,2.215,1
A012708,M005171,checking,2023-10-02,active,3103.57,4.502,1
A012709,M006311,savings,2023-06-12,active,323.57,0.24,1
A012710,M002455,loan,2024-02-08,active,9438.28,1.934,1
A012711,M002330,loan,2024-08-08,active,3340.78,1.963,1
A012712,M009783,savings,2023-08-05,active,1252.06,2.87,1
A012713,M008709,savings,2024-04-27,active,5164.46,1.286,1
A012714,M001594,checking,2023-08-03,active,2134.75,1.163,1
A012715,M001608,savings,2024-06-14,active,6955.11,1.734,1
A012716,M003724,savings,2023-04-07,active,8880.25,4.442,1
A012717,M000087,checking,2024-06-14,active,9413.96,2.335,1
A012718,M003623,cd,2024-05-03,closed,12828.22,1.758,1
A012719,M002820,savings,2024-01-30,closed,6625.62,2.444,1
A012720,M000572,cd,2024-02-11,active,1982.41,0.319,1
A012721,M006259,cd,2023-06-28,closed,8321.36,1.051,1
A012722,M002378,savings,2023-04-09,active,5373.98,1.77,1
A012723,M001762,loan,2024-09-23,active,915.54,0.1,1
A012724,M006018,savings,2024-05-20,active,1618.18,3.025,1
A012725,M008993,checking,2024-08-04,active,10292.19,1.607,1
A012726,M000300,checking,2023-06-23,active,6763.19,0.1,0
A012727,M001738,savings,2024-04-09,active,647.09,1.902,1
A012728,M002798,checking,2024-08-27,closed,3160.16,1.385,0
A012729,M009198,cd,2023-01-13,active,1041.58,1.196,1
A012730,M007214,savings,2024-02-10,active,3689.59,2.669,1
A012731,M001064,savings,2024-01-08,active,1878.42,1.39,0
A012732,M000366,savings,2023-07-04,active,1721.63,1.309,1
A012733,M000464,savings,2023-07-04,active,2141.61,2.137,1
A012734,M007466,savings,2023-07-27,active,13358.36,5.813,1
A012735,M006657,checking,2024-08-07,active,11837.59,0.195,0
A012736,M002427,checking,2023-12-15,active,7329.68,1.547,1
A012737,M000742,credit_card,2024-09-16,active,1075.44,2.343,1
A012738,M009329,cd,2024-06-11,active,518.82,0.992,1
A012739,M000042,credit_card,2023-01-27,active,3478.73,2.294,1
A012740,M009936,savings,2024-01-13,active,14883.49,1.501,1
A012741,M007613,checking,2023-05-15,active,12361.56,2.494,1
A012742,M005358,credit_card,2023-06-08,active,30844.87,2.698,1
A012743,M008394,loan,2023-01-26,active,3146.25,3.055,1
A012744,M002825,loan,2023-12-20,closed,12041.46,1.627,1
A012745,M008220,checking,2024-03-18,closed,1338.47,1.362,1
A012746,M001463,savings,2023-04-27,active,11813.85,0.413,1
A012747,M005649,credit_card,2024-09-17,active,4944.8,1.22,1
A012748,M001026,savings,2023-12-19,active,3599.46,2.331,0
A012749,M001643,savings,2023-05-10,active,4796.71,2.346,1
A012750,M001701,checking,2023-05-19,active,646.87,4.051,1
A012751,M003706,loan,2023-06-13,active,927.28,2.622,1
A012752,M007483,savings,2023-10-20,active,1897.56,1.591,1
A012753,M001533,savings,2024-04-28,active,3292.7,2.758,1
A012754,M002183,checking,2024-03-30,active,662.63,1.935,1
A012755,M007165,savings,2023-09-26,active,1776.2,2.801,1
A012756,M008933,savings,2023-06-11,active,1923.47,0.668,1
A012757,M008461,checking,2024-07-27,active,15150.59,2.915,1
A012758,M009731,checking,2024-09-22,active,7439.38,1.394,1
A012759,M004190,loan,2023-12-05,active,11483.41,2.699,1
A012760,M004162,checking,2024-05-23,active,1479.81,0.177,1
A012761,M000329,checking,2024-06-04,active,17513.46,0.1,1
A012762,M008712,savings,2023-07-27,closed,2622.91,0.456,1
A012763,M002457,savings,2024-01-01,active,20362.89,3.32,1
A012764,M002706,checking,2023-08-11,active,4615.99,0.754,0
A012765,M002295,savings,2023-04-01,active,246.9,2.316,1
A012766,M003054,checking,2023-11-12,active,17418.15,2.746,1
A012767,M006200,savings,2023-10-01,active,771.83,1.623,1
A012768,M001351,savings,2023-06-30,active,2737.35,2.992,1
A012769,M006007,savings,2023-12-02,active,10416.01,0.672,1
A012770,M008630,checking,2023-12-30,active,6862.5,0.839,0
A012771,M004385,loan,2024-01-06,active,1293.86,2.196,0
A012772,M003101,checking,2024-07-24,active,1999.65,2.736,1
A012773,M002896,savings,2023-03-06,active,1506.69,2.527,1
A012774,M005252,loan,2023-09-18,closed,1775.1,1.981,1
A012775,M001792,checking,2023-06-07,active,12987.36,2.853,1
A012776,M001996,savings,2023-09-27,active,525.45,0.869,1
A012777,M005629,checking,2023-12-21,active,3599.54,2.784,1
A012778,M000158,savings,2024-04-29,active,139.8,0.768,1
A012779,M006800,savings,2023-01-30,active,4885.84,2.488,1
A012780,M007216,credit_card,2023-01-17,closed,5402.06,2.33,1
A012781,M006100,checking,2024-08-09,closed,477.12,3.467,1
A012782,M005259,loan,2024-02-08,active,3414.38,2.274,1
A012783,M000889,savings,2024-08-16,closed,12416.51,2.741,1
A012784,M008170,savings,2023-07-22,active,9514.63,4.259,1
A012785,M008330,checking,2023-02-13,closed,1458.87,2.899,1
A012786,M000675,savings,2023-09-04,active,6505.1,1.698,0
A012787,M006624,checking,2023-03-21,active,1717.81,2.059,1
A012788,M006037,checking,2023-02-25,active,1745.02,2.493,1
A012789,M004239,credit_card,2023-01-15,active,6733.39,0.1,1
A012790,M001455,loan,2024-06-05,active,5878.11,0.1,1
A012791,M005815,checking,2023-03-17,active,24570.45,1.017,0
A012792,M005968,savings,2024-06-08,active,680.15,1.579,1
A012793,M008604,savings,2023-03-20,active,17100.53,0.99,1
A012794,M001884,savings,2024-02-08,active,6150.06,1.329,1
A012795,M003813,loan,2023-03-17,active,23736.83,2.039,1
A012796,M004332,checking,2024-01-01,active,321.83,2.909,1
A012797,M005263,credit_card,2024-04-16,active,6215.32,0.581,1
A012798,M009887,savings,2024-06-14,active,4355.7,2.809,1
A012799,M000942,checking,2023-02-02,active,2567.71,2.583,1
A012800,M004804,savings,2023-05-07,active,12350.01,0.1,1
A012801,M007224,savings,2023-06-20,active,4331.39,1.613,1
A012802,M002790,checking,2023-12-17,active,4118.04,1.535,1
A012803,M009347,credit_card,2023-11-20,active,2491.31,0.855,1
A012804,M008043,checking,2024-02-05,active,39372.58,0.573,1
A012805,M000110,credit_card,2023-01-18,active,8645.12,1.876,1
A012806,M003180,checking,2023-09-26,active,1400.82,1.811,1
A012807,M009301,checking,2023-02-01,active,1305.06,1.893,0
A012808,M003170,savings,2024-09-27,closed,5905.68,2.04,1
A012809,M001449,loan,2024-03-14,active,14834.48,2.118,1
A012810,M007682,savings,2023-06-11,active,9851.32,2.799,1
A012811,M000222,cd,2024-01-19,active,1253.41,1.102,1
A012812,M008328,cd,2023-08-11,active,483.92,1.319,1
A012813,M000359,savings,2024-06-16,active,566.25,2.365,1
A012814,M004499,checking,2023-03-24,active,15639.97,2.332,1
A012815,M005789,savings,2023-09-03,active,4153.53,1.486,1
A012816,M009888,loan,2023-08-18,active,8664.51,3.056,1
A012817,M008029,cd,2023-10-25,closed,8713.59,1.93,1
A012818,M009171,checking,2024-06-04,active,13112.79,1.933,1
A012819,M002439,savings,2023-03-22,active,11989.61,2.218,1
A012820,M007757,cd,2023-08-30,active,3422.97,3.415,1
A012821,M007261,checking,2023-04-29,active,6825.76,1.893,1
A012822,M009788,checking,2023-01-16,active,830.53,0.878,1
A012823,M001606,checking,2023-12-13,active,3038.17,4.026,1
A012824,M004347,checking,2024-05-08,active,1792.85,2.528,0
A012825,M006762,checking,2024-07-27,active,773.3,1.266,1
A012826,M003697,savings,2023-12-08,active,9268.31,0.806,1
A012827,M002458,checking,2024-07-24,active,2198.56,1.726,1
A012828,M003667,savings,2024-04-01,active,11878.54,1.271,1
A012829,M008190,checking,2024-05-21,closed,2506.02,1.344,1
A012830,M004504,checking,2024-06-24,active,15891.93,2.148,0
A012831,M008219,cd,2023-04-18,active,12700.2,1.782,1
A012832,M006364,savings,2024-01-02,active,1911.41,0.1,1
A012833,M005487,checking,2024-03-24,active,830.63,1.714,1
A012834,M002709,checking,2024-08-03,active,2635.88,1.734,0
A012835,M001908,savings,2023-01-12,active,2974.71,0.817,1
A012836,M004203,savings,2023-03-08,active,928.41,2.93,1
A012837,M000562,checking,2023-01-09,active,1200.32,2.75,1
A012838,M001107,checking,2023-06-26,active,11133.11,4.872,1
A012839,M002807,checking,2024-07-03,active,2680.5,0.841,0
A012840,M006624,loan,2023-07-22,active,11061.92,2.121,1
A012841,M000104,savings,2024-01-11,active,8462.39,0.771,0
A012842,M001788,checking,2024-01-22,active,12657.68,3.903,1
A012843,M006491,checking,2024-01-06,closed,1657.13,0.774,1
A012844,M002963,checking,2023-06-06,active,13331.93,1.81,1
A012845,M002201,credit_card,2024-02-07,active,6796.24,2.578,1
A012846,M000753,savings,2023-04-28,active,2702.72,0.987,1
A012847,M008211,checking,2023-12-25,active,2544.32,0.551,1
A012848,M006653,cd,2023-11-26,active,2440.35,1.01,1
A012849,M005352,savings,2024-01-31,active,362.47,2.651,1
A012850,M000666,checking,2023-07-21,closed,4400.3,1.367,1
A012851,M009257,savings,2023-01-07,closed,23397.63,0.153,1
A012852,M000777,savings,2023-07-31,active,35143.15,2.976,1
A012853,M000492,savings,2023-04-25,closed,13324.66,2.857,1
A012854,M009188,savings,2024-04-02,active,1111.32,0.488,1
A012855,M000423,loan,2024-09-03,closed,8148.11,1.972,1
A012856,M005212,cd,2023-07-04,active,7636.63,1.866,1
A012857,M004964,checking,2023-12-02,active,5313.64,0.1,1
A012858,M000505,loan,2023-04-20,active,7737.91,2.308,1
A012859,M007710,loan,2024-06-21,active,1802.42,1.179,1
A012860,M006229,checking,2023-10-22,active,9827.54,1.309,1
A012861,M000353,checking,2024-01-19,active,2872.85,2.499,1
A012862,M000352,savings,2024-07-10,active,13649.88,1.102,1
A012863,M001812,credit_card,2024-07-29,active,19498.0,2.813,1
A012864,M009605,checking,2024-04-14,active,11598.26,1.311,1
A012865,M005017,checking,2024-01-02,active,11042.04,0.386,1
A012866,M003281,credit_card,2024-02-11,closed,945.66,5.038,1
A012867,M000504,checking,2024-09-12,active,2976.57,3.774,0
A012868,M008294,credit_card,2024-09-16,active,3026.71,2.72,1
A012869,M007583,savings,2023-01-30,active,692.45,3.025,1
A012870,M007213,checking,2023-03-11,active,4032.31,2.313,1
A012871,M000206,checking,2023-06-28,active,1205.32,2.826,1
A012872,M002822,savings,2023-11-02,active,5524.13,1.834,1
A012873,M002051,checking,2023-07-03,active,4358.47,3.87,1
A012874,M005843,savings,2024-04-27,active,5704.33,2.053,1
A012875,M000392,checking,2023-02-11,active,975.54,2.562,1
A012876,M004373,savings,2023-11-17,active,7661.56,1.414,1
A012877,M004495,savings,2024-01-14,active,15106.08,2.823,1
A012878,M003353,checking,2024-09-01,active,3150.08,1.83,0
A012879,M001628,savings,2023-10-04,active,629.28,1.586,1
A012880,M010000,loan,2024-03-21,active,4031.11,1.269,1
A012881,M002325,credit_card,2024-05-12,active,1092.64,0.1,1
A012882,M008098,savings,2023-01-20,active,3122.43,0.818,1
A012883,M005796,credit_card,2023-08-17,active,8964.13,1.586,1
A012884,M004109,checking,2024-06-23,active,2119.91,2.431,1
A012885,M006454,savings,2024-04-08,active,8422.64,2.842,1
A012886,M003247,checking,2023-12-31,closed,2265.23,2.845,1
A012887,M009168,savings,2024-09-28,active,8272.09,2.909,1
A012888,M004906,cd,2023-10-21,active,14680.23,3.077,1
A012889,M008159,savings,2023-09-03,active,1340.52,0.82,1
A012890,M005992,loan,2023-05-06,active,8219.22,1.568,0
A012891,M008722,savings,2024-07-08,active,2297.33,4.725,1
A012892,M004708,checking,2023-07-22,active,10496.47,2.193,1
A012893,M003137,checking,2023-04-29,active,3237.83,1.653,0
A012894,M007629,checking,2024-07-22,active,1770.42,0.387,1
A012895,M001746,loan,2023-11-24,active,3425.44,2.578,1
A012896,M009682,savings,2023-03-17,active,2665.07,1.727,1
A012897,M007067,checking,2023-04-13,active,11680.31,2.168,1
A012898,M000109,savings,2023-08-16,active,1165.17,1.675,1
A012899,M002346,savings,2024-07-15,active,3218.37,0.572,0
A012900,M008397,loan,2023-01-20,active,9632.81,2.446,1
A012901,M006243,checking,2024-02-22,active,2462.36,3.199,1
A012902,M007186,savings,2024-06-05,active,203.36,1.297,1
A012903,M000151,checking,2024-01-04,active,248.32,2.54,1
A012904,M007336,checking,2024-08-17,active,8688.21,1.735,1
A012905,M008548,checking,2024-08-14,active,17197.5,1.14,1
A012906,M002860,checking,2023-04-22,active,3177.95,3.55,1
A012907,M004640,checking,2023-01-24,active,4103.85,0.121,1
A012908,M003107,checking,2023-09-22,active,1782.17,2.426,0
A012909,M009650,credit_card,2024-02-23,active,10772.61,1.564,1
A012910,M000634,checking,2023-06-21,active,14397.12,2.136,1
A012911,M001303,checking,2023-03-02,closed,4720.31,1.314,1
A012912,M007443,checking,2024-08-12,active,13587.27,3.311,1
A012913,M008941,savings,2023-11-16,active,522.45,2.105,1
A012914,M005373,savings,2024-09-04,active,12909.72,1.56,1
A012915,M003011,checking,2023-08-14,active,17597.31,2.511,1
A012916,M007961,savings,2024-01-19,active,7561.24,1.282,1
A012917,M008986,savings,2024-01-19,active,13210.85,2.274,1
A012918,M006124,loan,2023-12-17,closed,5534.84,0.55,1
A012919,M006699,cd,2024-09-08,closed,8639.12,2.67,1
A012920,M009669,checking,2023-11-06,active,2687.92,4.236,1
A012921,M009657,savings,2024-04-14,active,13219.48,1.714,1
A012922,M005112,credit_card,2024-02-14,active,2489.28,2.076,1
A012923,M009356,savings,2023-11-04,closed,2720.73,1.467,1
A012924,M004826,checking,2023-10-02,active,8272.74,1.238,1
A012925,M008328,savings,2023-08-19,active,348.17,1.262,1
A012926,M003428,checking,2023-03-27,closed,21910.72,3.766,1
A012927,M001061,cd,2024-09-17,active,3986.21,2.602,1
A012928,M005875,cd,2024-09-24,active,11492.09,1.148,1
A012929,M008101,cd,2023-05-19,active,1752.86,1.215,1
A012930,M007785,checking,2023-12-16,active,19368.29,2.054,1
A012931,M009426,credit_card,2024-05-16,active,10517.46,3.148,1
A012932,M004309,loan,2024-03-23,active,2720.92,2.911,1
A012933,M005545,checking,2023-11-13,active,11606.68,1.768,1
A012934,M007580,checking,2023-08-06,active,22950.75,2.82,1
A012935,M005683,savings,2024-04-13,active,10993.68,1.69,1
A012936,M000907,credit_card,2024-01-23,active,21520.71,2.425,1
A012937,M008589,credit_card,2023-09-25,active,35656.84,2.975,1
A012938,M003308,credit_card,2024-09-27,active,3298.88,4.186,1
A012939,M006143,loan,2023-07-29,active,9079.3,0.828,1
A012940,M000241,savings,2023-10-29,active,3795.88,0.549,1
A012941,M008819,savings,2023-11-30,active,11178.63,1.384,1
A012942,M000460,savings,2023-10-15,active,8620.18,1.912,1
A012943,M003390,checking,2023-01-02,active,1066.65,1.856,1
