member_id,age,language_pref,zipcode,channel_signup,tenure_months,dep_90d,events_90d,lead_score,next_best_campaign
M002331,36,english,80212,referral,17,21729.25,96,219.72925,CAMP_LOCAL_BRANCH_EVENT
M008080,56,spanish,80012,branch,4,24760.200000000004,96,218.7602,CAMP_LOCAL_BRANCH_EVENT
M003770,33,english,80212,branch,13,19672.020000000004,96,217.67202,CAMP_LOCAL_BRANCH_EVENT
M001827,27,spanish,67212,branch,15,31646.879999999997,90,217.64688,CAMP_LOCAL_BRANCH_EVENT
M003996,40,spanish,67212,online,4,28481.939999999988,92,214.48193999999998,CAMP_LOCAL_BRANCH_EVENT
M009212,29,english,80220,online,14,0.0,104,214.0,CAMP_LOCAL_BRANCH_EVENT
M004822,38,spanish,80220,online,11,43468.500000000015,82,212.9685,CAMP_LOCAL_BRANCH_EVENT
M007766,40,english,80112,online,20,6286.49,100,212.28649,CAMP_LOCAL_BRANCH_EVENT
M008768,42,english,80022,online,8,0.0,104,212.0,CAMP_LOCAL_BRANCH_EVENT
M008236,49,english,80022,branch,4,53220.35999999999,78,211.22036,CAMP_LOCAL_BRANCH_EVENT
M004130,60,english,67202,online,11,1025.5,102,210.5255,CAMP_LOCAL_BRANCH_EVENT
M004291,46,english,67202,online,20,5393.28,99,209.39328,CAMP_LOCAL_BRANCH_EVENT
M004347,39,english,80204,online,3,38209.19999999999,84,207.70919999999998,CAMP_LOCAL_BRANCH_EVENT
M006083,55,other,80204,online,12,9530.51,96,207.53051,CAMP_LOCAL_BRANCH_EVENT
M008157,42,english,80231,online,15,25293.379999999997,88,207.29338,CAMP_LOCAL_BRANCH_EVENT
M007360,63,english,67212,branch,14,33011.67999999999,84,207.01167999999998,CAMP_LOCAL_BRANCH_EVENT
M006200,36,spanish,80010,branch,20,0.0,100,206.0,CAMP_LOCAL_BRANCH_EVENT
M006386,55,english,80231,branch,11,11378.88,94,204.87888,CAMP_LOCAL_BRANCH_EVENT
M000592,34,english,80203,online,16,0.0,99,204.0,CAMP_LOCAL_BRANCH_EVENT
M002638,51,spanish,80012,branch,11,49421.68000000002,74,202.92168000000004,CAMP_LOCAL_BRANCH_EVENT
M000009,34,spanish,80022,online,18,0.0,98,202.0,CAMP_LOCAL_BRANCH_EVENT
M009598,40,english,80123,online,15,49353.21,73,201.35321,CAMP_LOCAL_BRANCH_EVENT
M002186,58,english,80216,online,9,6604.450000000001,95,201.10445,CAMP_LOCAL_BRANCH_EVENT
M007545,53,english,80212,referral,18,14664.720000000001,90,200.66472,CAMP_LOCAL_BRANCH_EVENT
M002389,51,english,80231,branch,14,5479.84,94,199.47984,CAMP_LOCAL_BRANCH_EVENT
M000276,46,spanish,67202,branch,21,0.0,96,198.0,CAMP_LOCAL_BRANCH_EVENT
M005733,52,english,80022,event,4,3531.52,96,197.53152,CAMP_LOCAL_BRANCH_EVENT
M003708,56,english,80231,online,17,4972.049999999999,93,196.97205,CAMP_LOCAL_BRANCH_EVENT
M009298,31,english,80010,branch,11,23471.560000000005,84,196.97156,CAMP_LOCAL_BRANCH_EVENT
M006650,42,english,80212,branch,10,75759.04,58,196.75904,CAMP_LOCAL_BRANCH_EVENT
M008988,33,spanish,80022,online,4,19985.2,87,195.9852,CAMP_LOCAL_BRANCH_EVENT
M005061,36,spanish,80206,online,19,55508.88,67,195.50888,CAMP_LOCAL_BRANCH_EVENT
M005051,49,english,80022,online,3,0.0,96,193.5,CAMP_LOCAL_BRANCH_EVENT
M003033,45,english,80112,branch,18,7242.62,90,193.24262,CAMP_LOCAL_BRANCH_EVENT
M009392,58,english,80203,online,6,5656.400000000001,92,192.6564,CAMP_LOCAL_BRANCH_EVENT
M003132,40,english,80123,online,13,5943.7,90,191.9437,CAMP_LOCAL_BRANCH_EVENT
M000133,27,english,67202,online,14,17732.239999999998,84,191.73224,CAMP_LOCAL_BRANCH_EVENT
M004224,54,spanish,80220,online,21,0.0,92,190.0,CAMP_LOCAL_BRANCH_EVENT
M004898,27,english,80231,referral,3,3825.2999999999997,92,189.3253,CAMP_LOCAL_BRANCH_EVENT
M007025,54,english,80123,online,15,31074.539999999994,76,189.07453999999998,CAMP_LOCAL_BRANCH_EVENT
M003909,47,english,67212,online,13,5836.14,88,187.83614,CAMP_LOCAL_BRANCH_EVENT
M004545,44,english,80220,branch,3,13779.269999999997,86,187.27927,CAMP_LOCAL_BRANCH_EVENT
M008886,45,spanish,67212,online,19,30185.82,75,186.18582,CAMP_LOCAL_BRANCH_EVENT
M001122,54,spanish,80220,referral,13,5980.319999999998,87,185.98032,CAMP_LOCAL_BRANCH_EVENT
M006492,29,english,80212,branch,6,13459.319999999998,84,184.45932,CAMP_LOCAL_BRANCH_EVENT
M004172,38,spanish,80231,online,3,6367.62,88,183.86762,CAMP_LOCAL_BRANCH_EVENT
M006706,26,english,67212,branch,19,51537.08999999995,63,183.53708999999995,CAMP_LOCAL_BRANCH_EVENT
M008839,57,english,80204,branch,18,25175.04,76,183.17504,CAMP_LOCAL_BRANCH_EVENT
M005151,67,spanish,80220,branch,18,42501.58000000002,66,180.50158000000002,CAMP_LOCAL_BRANCH_EVENT
M003106,44,spanish,80010,online,5,1712.8999999999999,88,180.2129,CAMP_LOCAL_BRANCH_EVENT
M009866,40,english,80203,online,12,26043.36,74,180.04336,CAMP_LOCAL_BRANCH_EVENT
M006063,36,spanish,80010,online,14,21350.160000000003,76,179.35016000000002,CAMP_LOCAL_BRANCH_EVENT
M007997,44,english,80216,online,15,13319.500000000002,80,179.3195,CAMP_LOCAL_BRANCH_EVENT
M005353,42,english,80123,branch,10,5493.4400000000005,84,178.49344,CAMP_LOCAL_BRANCH_EVENT
M008263,38,english,67212,online,19,11359.590000000004,80,177.35959,CAMP_LOCAL_BRANCH_EVENT
M006822,62,spanish,80012,event,18,14394.400000000003,78,176.3944,CAMP_LOCAL_BRANCH_EVENT
M009365,53,english,80022,branch,21,14185.32,78,176.18532,CAMP_LOCAL_BRANCH_EVENT
M002456,58,english,80010,online,20,14118.84,78,176.11884,CAMP_LOCAL_BRANCH_EVENT
M000006,37,spanish,80010,online,9,15366.42,78,175.86642,CAMP_LOCAL_BRANCH_EVENT
M002751,61,spanish,80012,online,10,2327.3900000000003,84,175.32739,CAMP_LOCAL_BRANCH_EVENT
M002274,40,english,80112,online,4,5189.8600000000015,84,175.18986,CAMP_LOCAL_BRANCH_EVENT
M005101,52,english,67208,online,5,12605.810000000001,80,175.10581,CAMP_LOCAL_BRANCH_EVENT
M003420,34,english,80204,online,20,4681.08,82,174.68108,CAMP_LOCAL_BRANCH_EVENT
M006184,63,spanish,80012,branch,21,28115.28,70,174.11527999999998,CAMP_LOCAL_BRANCH_EVENT
M003537,48,english,80203,branch,18,0.0,84,174.0,CAMP_LOCAL_BRANCH_EVENT
M008955,37,english,80204,online,16,15349.359999999997,76,173.34936,CAMP_LOCAL_BRANCH_EVENT
M002144,43,english,67202,referral,13,29143.61999999998,69,173.14361999999997,CAMP_LOCAL_BRANCH_EVENT
M007368,34,english,80212,branch,10,0.0,84,173.0,CAMP_LOCAL_BRANCH_EVENT
M009815,38,english,80216,branch,15,21741.84,72,171.74184,CAMP_LOCAL_BRANCH_EVENT
M002123,40,english,80206,branch,21,0.0,82,170.0,CAMP_LOCAL_BRANCH_EVENT
M009290,51,english,80112,online,16,0.0,82,170.0,CAMP_LOCAL_BRANCH_EVENT
M009616,45,spanish,80012,referral,14,13784.640000000001,75,169.78464,CAMP_LOCAL_BRANCH_EVENT
M005130,41,english,80112,branch,20,5666.3,79,169.6663,CAMP_LOCAL_BRANCH_EVENT
M007229,42,english,67212,branch,7,9279.480000000001,78,168.77948,CAMP_LOCAL_BRANCH_EVENT
M007403,39,english,67208,online,9,0.0,82,168.5,CAMP_LOCAL_BRANCH_EVENT
M003302,29,english,67202,online,20,26228.519999999993,68,168.22852,CAMP_LOCAL_BRANCH_EVENT
M007691,45,english,80012,online,13,9905.6,76,167.9056,CAMP_LOCAL_BRANCH_EVENT
M000728,44,english,80012,branch,3,4353.42,81,167.85342,CAMP_LOCAL_BRANCH_EVENT
M001193,33,english,80220,branch,5,13321.400000000001,76,167.8214,CAMP_LOCAL_BRANCH_EVENT
M006647,47,english,67202,referral,6,58785.7,53,167.7857,CAMP_LOCAL_BRANCH_EVENT
M002063,45,spanish,67202,online,21,9648.560000000005,76,167.64856,CAMP_LOCAL_BRANCH_EVENT
M009021,42,english,67212,branch,8,1598.6399999999999,80,165.59864,CAMP_LOCAL_BRANCH_EVENT
M003172,47,english,67212,online,3,0.0,82,165.5,CAMP_LOCAL_BRANCH_EVENT
M008355,66,spanish,80220,referral,21,33374.88,63,165.37488,CAMP_LOCAL_BRANCH_EVENT
M009040,40,english,80203,online,7,13741.900000000003,74,165.24190000000002,CAMP_LOCAL_BRANCH_EVENT
M000465,39,spanish,80022,branch,17,6460.63,76,164.46063,CAMP_LOCAL_BRANCH_EVENT
M003538,30,spanish,80123,online,16,13963.53,72,163.96353,CAMP_LOCAL_BRANCH_EVENT
M003861,35,spanish,80203,online,17,13798.000000000002,72,163.798,CAMP_LOCAL_BRANCH_EVENT
M005920,27,spanish,80203,branch,10,22668.36,68,163.66836,CAMP_LOCAL_BRANCH_EVENT
M008748,37,other,80231,online,18,12427.5,72,162.4275,CAMP_LOCAL_BRANCH_EVENT
M001221,26,english,80112,branch,12,28189.629999999997,64,162.18963,CAMP_LOCAL_BRANCH_EVENT
M002643,30,english,80012,branch,19,0.0,78,162.0,CAMP_LOCAL_BRANCH_EVENT
M005134,45,english,80112,online,10,4782.4800000000005,76,161.78248,CAMP_LOCAL_BRANCH_EVENT
M000619,46,english,80216,online,14,23538.719999999994,66,161.53871999999998,CAMP_LOCAL_BRANCH_EVENT
M006898,26,english,80206,referral,10,28475.400000000005,64,161.4754,CAMP_LOCAL_BRANCH_EVENT
M006725,34,spanish,80112,referral,16,15324.4,70,161.3244,CAMP_LOCAL_BRANCH_EVENT
M001024,66,english,67208,referral,8,1063.0500000000002,78,161.06305,CAMP_LOCAL_BRANCH_EVENT
M007149,56,english,80206,online,21,45943.259999999995,54,159.94326,CAMP_LOCAL_BRANCH_EVENT
M000523,32,english,80220,branch,15,41792.72,56,159.79272,CAMP_LOCAL_BRANCH_EVENT
M009807,42,english,67208,referral,6,48506.490000000005,54,159.50649,CAMP_LOCAL_BRANCH_EVENT
M003977,46,spanish,80231,online,12,37432.39999999998,58,159.43239999999997,CAMP_LOCAL_BRANCH_EVENT
M004836,41,english,80206,referral,14,9351.180000000002,72,159.35118,CAMP_LOCAL_BRANCH_EVENT
M009447,30,spanish,80220,online,18,21047.649999999998,66,159.04765,CAMP_LOCAL_BRANCH_EVENT
M005053,44,english,80022,online,8,40713.96000000003,57,158.71396000000004,CAMP_LOCAL_BRANCH_EVENT
M009606,58,english,80204,branch,20,24467.199999999997,64,158.4672,CAMP_LOCAL_BRANCH_EVENT
M001442,54,spanish,67208,online,7,6949.599999999999,74,158.4496,CAMP_LOCAL_BRANCH_EVENT
M000285,66,english,80212,event,14,31750.83000000001,60,157.75083,CAMP_LOCAL_BRANCH_EVENT
M005356,51,english,80203,event,21,14796.960000000001,68,156.79696,CAMP_LOCAL_BRANCH_EVENT
M005574,36,english,80010,branch,10,41587.04000000002,55,156.58704000000003,CAMP_LOCAL_BRANCH_EVENT
M005871,32,english,80216,branch,6,13425.719999999996,70,156.42571999999998,CAMP_LOCAL_BRANCH_EVENT
M004397,29,english,67212,referral,3,9940.62,72,155.44062,CAMP_LOCAL_BRANCH_EVENT
M004233,33,english,80231,online,21,5319.6,72,155.3196,CAMP_LOCAL_BRANCH_EVENT
M001900,36,spanish,80010,online,4,45263.57000000001,54,155.26357000000002,CAMP_LOCAL_BRANCH_EVENT
M007414,45,english,80012,branch,10,0.0,75,155.0,CAMP_LOCAL_BRANCH_EVENT
M008785,26,other,80206,branch,6,23997.84,64,154.99784,CAMP_LOCAL_BRANCH_EVENT
M003273,51,english,67202,online,15,16910.1,66,154.9101,CAMP_LOCAL_BRANCH_EVENT
M003605,49,spanish,80212,online,15,26859.18,61,154.85918,CAMP_LOCAL_BRANCH_EVENT
M002283,54,english,80112,branch,5,4047.330000000001,74,154.54733,CAMP_LOCAL_BRANCH_EVENT
M006809,35,spanish,80112,branch,21,4447.56,72,154.44756,CAMP_LOCAL_BRANCH_EVENT
M005309,31,english,67212,branch,12,26003.9,61,154.0039,CAMP_LOCAL_BRANCH_EVENT
M004258,57,english,80203,referral,15,0.0,74,154.0,CAMP_LOCAL_BRANCH_EVENT
M009768,41,english,80012,online,13,37979.19000000003,55,153.97919000000002,CAMP_LOCAL_BRANCH_EVENT
M006412,39,spanish,67208,online,12,5125.009999999999,71,153.12501,CAMP_LOCAL_BRANCH_EVENT
M002370,55,english,67212,referral,13,6703.47,70,152.70347,CAMP_LOCAL_BRANCH_EVENT
M004200,47,english,80010,referral,6,8917.299999999997,70,151.9173,CAMP_LOCAL_BRANCH_EVENT
M000834,31,english,67212,online,12,5488.56,70,151.48856,CAMP_LOCAL_BRANCH_EVENT
M003345,28,english,67202,online,19,7378.319999999999,69,151.37832,CAMP_LOCAL_BRANCH_EVENT
M001315,40,english,80231,branch,16,9351.21,68,151.35121,CAMP_LOCAL_BRANCH_EVENT
M005919,48,spanish,67208,online,6,0.0,74,151.0,CAMP_LOCAL_BRANCH_EVENT
M004809,57,english,80231,online,13,36721.86000000001,54,150.72186,CAMP_LOCAL_BRANCH_EVENT
M009962,31,other,80204,online,9,38146.92000000001,54,150.64692000000002,CAMP_LOCAL_BRANCH_EVENT
M003354,41,spanish,80231,online,20,8445.569999999998,68,150.44557,CAMP_LOCAL_BRANCH_EVENT
M006280,41,english,80123,branch,16,12179.050000000003,66,150.17905000000002,CAMP_LOCAL_BRANCH_EVENT
M000913,43,spanish,80022,branch,17,17053.5,63,149.05349999999999,CAMP_LOCAL_BRANCH_EVENT
M005219,34,english,80206,online,10,31160.970000000005,56,148.16097000000002,CAMP_LOCAL_BRANCH_EVENT
M005866,33,spanish,67208,online,10,15011.119999999999,64,148.01112,CAMP_LOCAL_BRANCH_EVENT
M003388,41,english,80204,online,18,19916.300000000003,61,147.9163,CAMP_LOCAL_BRANCH_EVENT
M000125,47,spanish,80206,online,21,5646.850000000001,68,147.64685,CAMP_LOCAL_BRANCH_EVENT
M009862,46,english,80204,online,18,2960.4300000000007,69,146.96043,CAMP_LOCAL_BRANCH_EVENT
M001441,48,english,80220,online,4,10924.9,67,146.9249,CAMP_LOCAL_BRANCH_EVENT
M000522,47,spanish,80220,online,10,5613.3,68,146.6133,CAMP_LOCAL_BRANCH_EVENT
M005742,28,english,80022,online,19,513.9599999999999,70,146.51396,CAMP_LOCAL_BRANCH_EVENT
M009489,34,english,80216,branch,9,5846.9000000000015,68,146.3469,CAMP_LOCAL_BRANCH_EVENT
M004289,58,spanish,80206,branch,7,10734.84,66,146.23484,CAMP_LOCAL_BRANCH_EVENT
M006798,59,english,67208,online,5,27541.410000000003,58,146.04141,CAMP_LOCAL_BRANCH_EVENT
M004434,33,english,67202,branch,21,0.0,70,146.0,CAMP_LOCAL_BRANCH_EVENT
M007285,55,english,67208,online,12,27110.649999999987,56,145.11065,CAMP_LOCAL_BRANCH_EVENT
M007679,32,english,80216,branch,7,17017.739999999998,62,144.51774,CAMP_LOCAL_BRANCH_EVENT
M002496,50,english,67202,online,15,0.0,69,144.0,CAMP_LOCAL_BRANCH_EVENT
M003211,54,spanish,80010,online,18,0.0,69,144.0,CAMP_LOCAL_BRANCH_EVENT
M001189,47,english,80022,branch,13,27809.82,55,143.80982,CAMP_LOCAL_BRANCH_EVENT
M000394,62,spanish,80220,branch,18,15684.780000000002,61,143.68478,CAMP_LOCAL_BRANCH_EVENT
M005410,53,english,80220,event,13,17680.200000000004,60,143.6802,CAMP_LOCAL_BRANCH_EVENT
M003880,38,spanish,80123,online,20,5623.08,66,143.62308,CAMP_LOCAL_BRANCH_EVENT
M003918,47,english,67212,online,18,11446.900000000003,63,143.4469,CAMP_LOCAL_BRANCH_EVENT
M008951,43,english,80010,branch,11,15650.4,61,143.1504,CAMP_LOCAL_BRANCH_EVENT
M007262,40,english,67202,online,12,9075.05,64,143.07505,CAMP_LOCAL_BRANCH_EVENT
M007569,54,english,80123,online,3,9232.189999999999,66,142.73219,CAMP_LOCAL_BRANCH_EVENT
M006109,46,english,80212,referral,15,35782.110000000015,50,141.78211000000002,CAMP_LOCAL_BRANCH_EVENT
M003642,38,spanish,80123,online,16,11588.309999999998,62,141.58831,CAMP_LOCAL_BRANCH_EVENT
M006632,45,english,80206,online,3,11982.42,64,141.48242,CAMP_LOCAL_BRANCH_EVENT
M005996,42,english,80231,online,19,11459.800000000005,62,141.4598,CAMP_LOCAL_BRANCH_EVENT
M000464,43,english,80123,online,5,2305.4399999999996,68,140.80544,CAMP_LOCAL_BRANCH_EVENT
M002918,48,english,67202,online,19,21427.519999999997,56,139.42752,CAMP_LOCAL_BRANCH_EVENT
M003002,30,other,80216,online,5,38534.53999999998,49,139.03454,CAMP_LOCAL_BRANCH_EVENT
M002544,36,spanish,67208,referral,13,22238.160000000007,55,138.23816,CAMP_LOCAL_BRANCH_EVENT
M005931,28,english,80123,branch,10,9004.050000000001,62,138.00405,CAMP_LOCAL_BRANCH_EVENT
M008931,36,english,80112,branch,13,0.0,66,138.0,CAMP_LOCAL_BRANCH_EVENT
M002943,48,english,80112,online,14,6793.220000000001,62,136.79322,CAMP_LOCAL_BRANCH_EVENT
M007135,35,english,80231,online,17,4779.110000000001,63,136.77911,CAMP_LOCAL_BRANCH_EVENT
M008677,42,other,80112,referral,4,18364.159999999993,57,134.36416,CAMP_LOCAL_BRANCH_EVENT
M000508,30,english,80216,online,16,8261.099999999999,60,134.2611,CAMP_LOCAL_BRANCH_EVENT
M001240,60,english,80231,online,5,23724.899999999994,54,134.2249,CAMP_LOCAL_BRANCH_EVENT
M000059,44,english,80231,online,10,15199.650000000001,57,134.19965,CAMP_LOCAL_BRANCH_EVENT
M003641,34,english,80216,online,5,3692.6999999999994,64,134.1927,CAMP_LOCAL_BRANCH_EVENT
M001843,33,english,80220,referral,15,22795.760000000002,52,132.79576,CAMP_LOCAL_BRANCH_EVENT
M008555,51,english,80022,online,5,15356.160000000002,57,131.85616,CAMP_LOCAL_BRANCH_EVENT
M004900,47,spanish,80220,referral,6,24646.489999999987,52,131.64648999999997,CAMP_LOCAL_BRANCH_EVENT
M009567,28,english,80220,online,15,13506.080000000002,56,131.50608,CAMP_LOCAL_BRANCH_EVENT
M006314,47,spanish,67208,event,3,13987.560000000001,58,131.48756,CAMP_LOCAL_BRANCH_EVENT
M001121,53,english,80010,online,19,17132.400000000005,54,131.13240000000002,CAMP_LOCAL_BRANCH_EVENT
M008110,45,english,80022,online,16,6835.36,59,130.83535999999998,CAMP_LOCAL_BRANCH_EVENT
M003075,31,english,80220,online,10,5421.120000000001,60,130.42112,CAMP_LOCAL_BRANCH_EVENT
M003598,52,english,67202,event,13,8304.6,58,130.3046,CAMP_LOCAL_BRANCH_EVENT
M003731,50,spanish,80010,online,9,35379.19000000001,45,129.87919,CAMP_LOCAL_BRANCH_EVENT
M008598,53,english,80216,branch,3,0.0,64,129.5,CAMP_LOCAL_BRANCH_EVENT
M006979,59,english,67202,branch,8,17482.68,54,129.48268000000002,CAMP_LOCAL_BRANCH_EVENT
M003078,47,english,80212,online,12,11443.41,56,129.44341,CAMP_LOCAL_BRANCH_EVENT
M000624,56,spanish,80231,online,21,11268.09,56,129.26809,CAMP_LOCAL_BRANCH_EVENT
M006261,57,english,80204,online,11,35527.07999999999,44,129.02707999999998,CAMP_LOCAL_BRANCH_EVENT
M006486,70,english,80010,branch,4,48032.640000000014,39,128.03264000000001,CAMP_LOCAL_BRANCH_EVENT
M007832,49,spanish,80203,referral,10,30825.360000000008,46,127.82536,CAMP_LOCAL_BRANCH_EVENT
M006196,38,english,80216,online,13,19701.219999999998,51,127.70122,CAMP_LOCAL_BRANCH_EVENT
M008550,36,english,67208,online,3,0.0,63,127.5,CAMP_LOCAL_BRANCH_EVENT
M003104,53,other,67202,online,8,41356.799999999996,41,127.35679999999999,CAMP_LOCAL_BRANCH_EVENT
M008918,34,spanish,80231,online,4,23195.940000000006,51,127.19594000000001,CAMP_LOCAL_BRANCH_EVENT
M006021,43,english,80012,online,13,36963.1,42,126.9631,CAMP_LOCAL_BRANCH_EVENT
M004314,45,english,80204,branch,13,4270.9800000000005,58,126.27098,CAMP_LOCAL_BRANCH_EVENT
M000067,39,english,80112,online,21,0.0,60,126.0,CAMP_LOCAL_BRANCH_EVENT
M007623,30,english,80203,online,12,0.0,60,126.0,CAMP_LOCAL_BRANCH_EVENT
M008211,47,spanish,80216,referral,16,0.0,60,126.0,CAMP_LOCAL_BRANCH_EVENT
M000079,41,english,80212,online,10,16592.56,52,125.59256,CAMP_LOCAL_BRANCH_EVENT
M008047,32,english,80123,online,9,8626.800000000001,56,125.1268,CAMP_LOCAL_BRANCH_EVENT
M007224,77,spanish,80022,online,6,13884.219999999996,54,124.88422,CAMP_LOCAL_BRANCH_EVENT
M008603,71,english,80022,online,16,18853.520000000008,50,124.85352,CAMP_LOCAL_BRANCH_EVENT
M006712,57,english,80010,branch,15,12063.51,53,124.06351000000001,CAMP_LOCAL_BRANCH_EVENT
M006189,40,english,80231,online,21,26004.580000000013,46,124.00458000000002,CAMP_LOCAL_BRANCH_EVENT
M004520,29,english,67212,online,18,27948.539999999997,45,123.94854,CAMP_LOCAL_BRANCH_EVENT
M000385,31,english,80022,online,8,25810.44000000001,47,123.81044000000001,CAMP_LOCAL_BRANCH_EVENT
M009048,39,spanish,80112,online,19,23392.92,47,123.39292,CAMP_LOCAL_BRANCH_EVENT
M006236,52,english,67208,online,19,13336.51,52,123.33651,CAMP_LOCAL_BRANCH_EVENT
M004401,46,english,80204,online,11,27801.900000000012,45,123.30190000000002,CAMP_LOCAL_BRANCH_EVENT
M007193,39,spanish,80231,online,10,1961.1199999999997,58,122.96112,CAMP_LOCAL_BRANCH_EVENT
M008693,46,spanish,80204,branch,11,19364.9,49,122.8649,CAMP_LOCAL_BRANCH_EVENT
M009431,50,english,80010,referral,3,8966.43,56,122.46643,CAMP_LOCAL_BRANCH_EVENT
M004237,57,english,80204,branch,3,947.3800000000001,60,122.44738,CAMP_LOCAL_BRANCH_EVENT
M001890,40,english,80220,referral,16,8433.260000000004,54,122.43326,CAMP_LOCAL_BRANCH_EVENT
M000681,49,english,80220,branch,20,20403.779999999995,48,122.40378,CAMP_LOCAL_BRANCH_EVENT
M008433,32,spanish,67208,online,4,32150.279999999995,44,122.15028,CAMP_LOCAL_BRANCH_EVENT
M001587,42,english,80216,online,12,24016.679999999997,46,122.01668,CAMP_LOCAL_BRANCH_EVENT
M004255,43,other,67202,branch,20,0.0,58,122.0,CAMP_LOCAL_BRANCH_EVENT
M006553,45,spanish,80022,branch,11,0.0,58,121.5,CAMP_LOCAL_BRANCH_EVENT
M007429,42,english,80123,online,19,13497.029999999997,51,121.49703,CAMP_LOCAL_BRANCH_EVENT
M009176,35,spanish,80012,online,18,25382.480000000003,45,121.38248,CAMP_LOCAL_BRANCH_EVENT
M007814,35,spanish,80012,online,3,29761.810000000005,45,121.26181,CAMP_LOCAL_BRANCH_EVENT
M004311,41,spanish,80231,online,7,13522.299999999997,52,121.0223,CAMP_LOCAL_BRANCH_EVENT
M003527,38,english,80220,referral,3,15418.16,52,120.91816,CAMP_LOCAL_BRANCH_EVENT
M004996,39,english,80212,online,15,31618.810000000012,41,119.61881000000001,CAMP_LOCAL_BRANCH_EVENT
M004966,37,english,80204,branch,16,8407.2,52,118.4072,CAMP_LOCAL_BRANCH_EVENT
M005898,53,spanish,67208,online,4,36397.90000000001,40,118.3979,CAMP_LOCAL_BRANCH_EVENT
M006872,48,english,80112,online,19,36328.93000000001,38,118.32893000000001,CAMP_LOCAL_BRANCH_EVENT
M007440,48,english,80123,branch,20,20286.91,46,118.28691,CAMP_LOCAL_BRANCH_EVENT
M006034,29,english,80012,online,13,4023.48,54,118.02348,CAMP_LOCAL_BRANCH_EVENT
M000185,37,english,80206,online,14,0.0,56,118.0,CAMP_LOCAL_BRANCH_EVENT
M001382,34,english,80216,branch,7,18463.05,48,117.96305,CAMP_LOCAL_BRANCH_EVENT
M004999,50,english,80123,branch,21,19950.149999999994,46,117.95015,CAMP_LOCAL_BRANCH_EVENT
M001852,61,english,80206,online,19,19892.52,46,117.89252,CAMP_LOCAL_BRANCH_EVENT
M002516,44,english,80231,online,14,3862.0999999999995,54,117.8621,CAMP_LOCAL_BRANCH_EVENT
M006729,27,english,80204,referral,18,11466.779999999995,50,117.46678,CAMP_LOCAL_BRANCH_EVENT
M006636,35,spanish,80203,online,9,22875.600000000006,45,117.3756,CAMP_LOCAL_BRANCH_EVENT
M001445,45,english,67202,online,20,29181.899999999987,41,117.18189999999998,CAMP_LOCAL_BRANCH_EVENT
M007731,59,english,80204,online,9,16325.999999999996,48,116.826,CAMP_LOCAL_BRANCH_EVENT
M009963,48,english,67202,online,16,14750.16,48,116.75016,CAMP_LOCAL_BRANCH_EVENT
M003174,49,english,80206,referral,4,14706.789999999999,50,116.70679,CAMP_LOCAL_BRANCH_EVENT
M004660,30,spanish,80204,branch,12,18003.960000000003,46,116.00396,CAMP_LOCAL_BRANCH_EVENT
M002078,54,spanish,80022,branch,21,9535.14,50,115.53514,CAMP_LOCAL_BRANCH_EVENT
M002984,43,spanish,80206,online,7,0.0,56,115.5,CAMP_LOCAL_BRANCH_EVENT
M006082,44,spanish,80022,online,19,21205.62,44,115.20562,CAMP_LOCAL_BRANCH_EVENT
M000529,43,spanish,67202,online,10,19983.0,45,114.983,CAMP_LOCAL_BRANCH_EVENT
M004135,39,english,80012,branch,20,18612.180000000008,45,114.61218000000001,CAMP_LOCAL_BRANCH_EVENT
M002290,57,english,67212,branch,5,0.0,56,114.5,CAMP_LOCAL_BRANCH_EVENT
M005642,33,english,80206,online,9,9544.8,50,114.0448,CAMP_LOCAL_BRANCH_EVENT
M001461,38,spanish,80012,online,20,0.0,54,114.0,CAMP_LOCAL_BRANCH_EVENT
M002836,36,other,80206,online,21,0.0,54,114.0,CAMP_LOCAL_BRANCH_EVENT
M009463,39,english,80206,referral,21,0.0,54,114.0,CAMP_LOCAL_BRANCH_EVENT
M007489,43,english,80123,online,5,45288.75,33,113.78875,CAMP_LOCAL_BRANCH_EVENT
M001366,38,spanish,80010,online,13,9742.84,49,113.74284,CAMP_LOCAL_BRANCH_EVENT
M000920,42,spanish,80220,branch,12,27649.700000000004,40,113.64970000000001,CAMP_LOCAL_BRANCH_EVENT
M002501,47,english,80022,branch,3,40076.5,36,113.57650000000001,CAMP_LOCAL_BRANCH_EVENT
M000896,48,english,80220,online,12,11384.449999999999,48,113.38445,CAMP_LOCAL_BRANCH_EVENT
M001422,53,english,67202,branch,15,13363.119999999997,47,113.36312,CAMP_LOCAL_BRANCH_EVENT
M006059,72,english,80022,online,21,23140.0,42,113.14,CAMP_LOCAL_BRANCH_EVENT
M003662,31,english,80022,online,20,17108.14999999999,45,113.10815,CAMP_LOCAL_BRANCH_EVENT
M008489,47,english,80206,online,7,25177.800000000017,42,112.67780000000002,CAMP_LOCAL_BRANCH_EVENT
M007690,38,english,80220,branch,8,8509.2,50,112.5092,CAMP_LOCAL_BRANCH_EVENT
M004082,32,english,80123,branch,10,7455.04,50,112.45504,CAMP_LOCAL_BRANCH_EVENT
M005969,44,english,67202,online,3,10869.180000000006,50,112.36918,CAMP_LOCAL_BRANCH_EVENT
M009214,46,english,80220,branch,15,14153.680000000002,46,112.15368000000001,CAMP_LOCAL_BRANCH_EVENT
