member_id,age_band,channel_signup,last_txn_dt
M004291,45_54,online,2025-08-17
M008795,25_34,online,2025-07-26
M008318,45_54,branch,2025-05-15
M008541,35_44,online,2025-05-29
M007464,25_34,branch,2025-07-12
M001894,35_44,online,2025-07-29
M003999,55_64,online,2025-08-14
M005613,45_54,online,2025-08-17
M000071,35_44,online,2025-07-29
M005325,35_44,referral,2025-07-08
M004923,45_54,referral,2025-08-06
M009331,55_64,event,2025-08-24
M007907,35_44,online,2025-07-11
M004271,35_44,referral,2025-08-06
M003528,65_plus,branch,2025-07-18
M006035,under_25,online,2025-08-24
M005529,35_44,online,2025-04-19
M003493,45_54,branch,2025-06-16
M008791,under_25,online,2025-07-31
M005490,35_44,online,2025-08-18
M008162,45_54,branch,2025-08-06
M007704,45_54,online,2025-07-19
M005248,under_25,referral,2025-05-13
M005808,35_44,branch,2025-08-10
M003413,55_64,referral,2025-06-26
M007815,35_44,online,2025-08-11
M002808,25_34,online,2025-07-05
M009592,35_44,online,2025-07-05
M002447,35_44,online,2024-12-25
M004485,35_44,referral,2025-07-06
M003763,25_34,online,2025-08-11
M002994,35_44,branch,2025-08-03
M002978,25_34,branch,2025-08-16
M002185,under_25,branch,2025-05-18
M008807,25_34,branch,2025-07-29
M001269,25_34,branch,2025-05-10
M001949,45_54,branch,2025-06-05
M009463,35_44,referral,2025-07-23
M008636,25_34,online,2025-07-19
M001824,25_34,online,2025-08-17
M005508,under_25,referral,2025-08-15
M005983,55_64,branch,2025-08-04
M006503,45_54,referral,2025-07-08
M004098,25_34,online,2025-08-20
M008055,25_34,online,2025-07-04
M008999,25_34,branch,2025-07-24
M003133,under_25,event,2025-08-20
M000463,25_34,online,2025-07-31
M002049,35_44,online,2025-08-17
M005010,35_44,online,2025-08-02
M002365,25_34,online,2025-05-21
M003769,45_54,online,2025-08-19
M005957,35_44,online,2025-08-18
M001491,25_34,branch,2025-07-17
M007653,35_44,online,2025-08-24
M003337,under_25,branch,2025-07-26
M005455,45_54,online,2025-06-25
M006901,45_54,branch,2025-07-28
M009618,25_34,online,2025-08-16
M004345,25_34,online,2025-08-21
M004666,35_44,online,2025-08-10
M008486,45_54,online,2025-06-17
M001325,35_44,online,2025-08-04
M002465,45_54,online,2025-07-31
M001091,35_44,branch,2025-08-21
M009944,55_64,branch,2025-05-31
M006734,25_34,referral,2025-08-24
M003802,under_25,referral,2025-08-23
M000739,55_64,online,2025-08-22
M004842,35_44,branch,2025-08-12
M004969,35_44,online,2025-07-28
M003232,under_25,referral,2025-08-14
M004497,25_34,online,2025-08-04
M004313,45_54,online,2025-08-18
M002240,45_54,referral,2025-07-26
M005921,55_64,branch,2025-08-12
M001768,35_44,online,2025-07-27
M009728,under_25,online,2025-08-12
M003903,55_64,online,2025-08-22
M003356,35_44,branch,2025-08-16
M002761,45_54,event,2025-08-12
M003206,25_34,branch,2025-07-01
M002348,25_34,branch,2025-08-24
M007671,45_54,online,2025-08-20
M007905,45_54,online,2025-08-21
M008143,under_25,branch,2025-08-05
M002158,35_44,online,2025-07-17
M000458,25_34,online,2025-07-22
M005241,35_44,online,2025-08-18
M008183,35_44,online,2025-07-05
M009423,35_44,referral,2025-08-03
M008719,45_54,online,2025-08-10
M005416,45_54,online,2025-06-16
M000065,45_54,online,2025-08-12
M008049,under_25,online,2025-07-30
M001645,25_34,branch,2025-07-29
M006870,under_25,online,2025-05-15
M006905,35_44,online,2025-07-28
M000558,35_44,branch,2025-08-13
M000374,45_54,online,2025-08-12
M006730,55_64,online,2025-08-07
M009312,25_34,online,2025-07-03
M001603,25_34,event,2025-06-13
M004910,25_34,online,2025-07-18
M001969,35_44,online,2025-07-10
M009839,25_34,online,2025-02-21
M004459,under_25,branch,2025-07-09
M008726,35_44,online,2025-08-08
M000055,45_54,online,2025-08-14
M003258,25_34,online,2025-08-13
M008984,45_54,online,2025-07-06
M006238,35_44,online,2025-08-07
M001750,45_54,branch,2025-05-27
M005202,25_34,branch,2025-08-03
M003839,25_34,online,2025-05-29
M002679,35_44,online,2025-08-10
M001757,35_44,online,2025-07-04
M001081,35_44,branch,2025-07-09
M008025,under_25,online,2025-08-07
M001767,65_plus,online,2025-08-09
M008643,45_54,branch,2025-08-07
M000403,35_44,online,2025-08-13
M002500,35_44,branch,2025-07-05
M006510,55_64,branch,2025-03-25
M001942,35_44,online,2025-06-10
M003878,35_44,online,2025-07-27
M000898,35_44,online,2025-08-17
M007706,35_44,referral,2025-07-25
M000751,25_34,online,2025-07-28
M003973,35_44,event,2025-07-29
M004574,25_34,online,2025-08-01
M005448,55_64,branch,2025-05-19
M008534,55_64,branch,2025-08-19
M006305,under_25,referral,2025-05-24
M005959,35_44,branch,2025-06-21
M001850,45_54,branch,2025-06-10
M003082,35_44,branch,2025-07-12
M007495,25_34,online,2025-07-03
M000836,35_44,online,2025-07-29
M001913,45_54,branch,2025-08-21
M005509,35_44,branch,2025-08-06
M003428,55_64,branch,2025-08-08
M009663,35_44,online,2025-08-11
M008536,45_54,online,2025-06-30
M008937,25_34,referral,2025-08-04
M001297,45_54,online,2025-08-22
M001301,25_34,online,2025-07-01
M007852,35_44,event,2025-05-15
M005244,45_54,branch,2025-05-19
M004123,45_54,referral,2025-07-15
M004102,25_34,online,2025-07-26
M003020,45_54,branch,2025-04-30
M002110,45_54,online,2025-08-20
M006130,under_25,online,2025-08-19
M005026,25_34,online,2025-05-27
M009171,25_34,online,2025-07-24
M007893,25_34,online,2025-06-11
M007245,45_54,online,2025-08-20
M007683,35_44,online,2025-05-11
M006880,under_25,branch,2025-06-21
M002946,25_34,online,2025-08-11
M002532,25_34,branch,2025-07-30
M001878,35_44,branch,2025-08-08
M001416,45_54,online,2025-07-21
M008319,25_34,online,2025-06-24
M002297,45_54,online,2025-07-29
M003301,35_44,online,2025-08-24
M009436,under_25,online,2025-06-17
M004533,45_54,online,2025-06-14
M000234,25_34,online,2025-05-10
M005594,45_54,online,2025-07-11
M006326,under_25,branch,2025-08-17
M005273,25_34,online,2025-07-28
M009665,25_34,online,2025-06-22
M009690,35_44,referral,2025-07-25
M005761,35_44,referral,2025-05-22
M006622,35_44,online,2025-07-17
M007358,35_44,branch,2025-08-15
M008461,25_34,online,2025-07-31
M002509,under_25,online,2025-07-13
M004399,45_54,online,2025-06-25
M001131,35_44,online,2025-06-21
M006098,35_44,online,2025-08-22
M007465,65_plus,branch,2025-07-30
M006603,45_54,branch,2025-08-24
M007804,35_44,online,2025-08-20
M009068,45_54,branch,2025-08-24
M007031,under_25,online,2025-08-07
M007919,25_34,online,2025-07-10
M005604,45_54,referral,2025-08-14
M008044,45_54,online,2025-07-06
M003958,35_44,online,2025-07-30
M004105,35_44,online,2025-08-23
M002479,under_25,event,2025-08-19
M002790,35_44,referral,2025-08-10
M001851,25_34,online,2025-08-02
M006107,65_plus,branch,2025-08-09
M000348,under_25,online,2025-08-10
M000604,55_64,online,2025-07-29
M007774,45_54,online,2025-06-20
M005169,25_34,branch,2025-08-22
M006742,35_44,online,2025-08-21
M001489,under_25,referral,2025-08-22
M008465,45_54,online,2025-08-20
M003284,45_54,branch,2025-08-12
M000571,35_44,branch,2025-08-07
M003963,35_44,online,2025-07-13
M006626,under_25,online,2025-06-26
M002619,45_54,referral,2025-07-02
M002638,45_54,branch,2025-08-18
M004563,25_34,online,2025-08-16
M002779,35_44,online,2025-08-10
M008905,35_44,event,2025-08-21
M006844,25_34,online,2025-08-19
M009378,55_64,online,2025-05-30
M006152,25_34,online,2025-08-16
M002744,45_54,online,2025-08-15
M008241,35_44,online,2025-07-04
M007887,45_54,online,2025-08-15
M003852,45_54,online,2025-06-26
M004011,35_44,online,2025-08-20
M006505,45_54,online,2025-06-16
M005389,under_25,branch,2025-08-05
M008314,25_34,online,2025-07-18
M000372,45_54,online,2025-08-18
M000594,35_44,online,2025-08-22
M008843,35_44,branch,2025-08-13
M004510,35_44,online,2025-07-24
M001514,under_25,online,2025-05-05
M002953,45_54,online,2025-08-05
M001336,35_44,online,2025-08-11
M009387,25_34,online,2025-08-15
M001379,25_34,branch,2025-08-12
M000369,35_44,online,2025-07-20
M008240,25_34,online,2025-07-30
M001902,35_44,referral,2025-07-14
M000411,45_54,branch,2025-07-06
M006938,25_34,online,2025-08-03
M005186,under_25,online,2025-08-10
M009744,35_44,referral,2025-08-08
M000138,35_44,online,2025-06-11
M004947,25_34,branch,2025-08-21
M003058,35_44,online,2025-06-12
M003896,45_54,online,2025-08-04
M001463,35_44,branch,2025-07-23
M002437,35_44,referral,2025-08-01
M003655,35_44,online,2025-08-20
M001657,35_44,branch,2025-06-15
M005415,25_34,online,2025-08-08
M009047,55_64,referral,2025-08-14
M001798,25_34,online,2025-08-24
M009934,25_34,online,2025-08-01
M002098,25_34,referral,2025-08-12
M002630,25_34,online,2025-07-07
M005616,under_25,online,2025-08-16
M007055,35_44,online,2025-08-24
M005569,35_44,online,2025-07-07
M007280,45_54,online,2025-08-20
M002866,35_44,referral,2025-08-14
M006252,35_44,referral,2025-07-20
M009586,under_25,online,2025-08-09
M006687,25_34,referral,2025-08-19
M003403,35_44,online,2025-04-25
M006212,35_44,branch,2025-08-22
M004171,under_25,referral,2025-07-04
M006317,65_plus,branch,2025-07-24
M007479,55_64,online,2025-08-08
M000020,under_25,online,2025-08-09
M003597,25_34,online,2025-08-07
M008601,35_44,event,2025-03-23
M009469,25_34,branch,2025-07-16
M005432,25_34,branch,2025-08-24
M004668,55_64,online,2025-08-09
M007660,25_34,online,2025-08-21
M002664,25_34,branch,2025-02-04
M003478,under_25,branch,2025-07-25
M001859,35_44,referral,2025-05-24
M004423,55_64,online,2025-08-18
M003350,35_44,event,2025-08-19
M004240,35_44,online,2025-08-24
M009919,35_44,online,2025-08-05
M006746,25_34,online,2025-06-08
M008294,65_plus,online,2025-08-05
M006834,35_44,referral,2025-08-07
M003517,25_34,branch,2025-07-30
M001515,35_44,online,2025-08-03
M004523,45_54,online,2025-07-20
M005233,25_34,online,2025-06-04
M000334,25_34,online,2025-07-25
M002282,25_34,online,2025-08-14
M001307,35_44,referral,2025-07-02
M008688,55_64,online,2025-07-29
M004064,35_44,online,2025-08-18
M007397,55_64,online,2025-07-18
M001478,45_54,online,2025-08-16
M009865,35_44,online,2025-08-06
M000278,25_34,referral,2025-08-08
M008176,45_54,branch,2025-05-24
M004222,45_54,online,2025-08-09
M004567,45_54,event,2025-08-01
M008855,35_44,branch,2025-08-12
M005342,45_54,online,2025-07-31
M007556,35_44,branch,2025-07-18
M001494,35_44,branch,2025-07-07
M006981,under_25,online,2025-08-17
M009167,25_34,online,2024-09-13
M001469,25_34,branch,2025-07-24
M000652,45_54,online,2025-07-31
M003937,55_64,referral,2025-08-07
M000093,25_34,branch,2025-08-18
M000844,45_54,branch,2025-03-19
M000761,25_34,branch,2025-07-26
M001717,35_44,online,2025-08-15
M001764,under_25,branch,2025-06-30
M001729,35_44,event,2025-03-30
M006340,35_44,branch,2025-08-07
M008177,55_64,online,2025-03-17
M003668,45_54,online,2025-07-21
M007008,55_64,online,2025-07-14
M004757,under_25,online,2025-08-13
M006472,35_44,online,2025-08-21
M000084,25_34,online,2025-07-27
M004153,35_44,branch,2025-08-18
M007849,25_34,online,2025-08-23
M009445,55_64,branch,2025-07-15
M006992,45_54,branch,2025-08-13
M008640,25_34,branch,2025-08-10
M009897,35_44,branch,2025-07-03
M003516,45_54,branch,2025-08-20
M004705,45_54,online,2025-05-21
M006286,25_34,online,2025-08-24
M009392,55_64,online,2025-08-24
M002617,25_34,branch,2025-07-30
M003130,35_44,referral,2025-05-28
M003995,under_25,branch,2025-07-17
M004963,35_44,referral,2025-06-15
M006437,under_25,branch,2025-07-02
M004754,35_44,branch,2025-02-14
M006775,25_34,online,2025-08-16
M006705,35_44,online,2025-08-01
M003779,under_25,referral,2025-06-27
M003500,35_44,referral,2025-07-21
M008256,55_64,online,2025-08-17
M004739,under_25,online,2025-08-20
M006125,55_64,branch,2025-08-24
M000209,45_54,online,2025-05-30
M006213,25_34,referral,2025-08-09
M008371,35_44,online,2025-08-20
M001366,35_44,online,2025-08-12
M007368,25_34,branch,2025-08-19
M008970,55_64,online,2025-08-14
M007806,25_34,referral,2025-08-23
M006585,55_64,online,2025-04-17
M005038,25_34,online,2025-08-20
M007449,55_64,online,2025-07-19
M004396,under_25,online,2025-08-18
M002004,35_44,branch,2025-08-13
M004180,35_44,online,2025-06-29
M000289,35_44,online,2025-08-07
M002826,55_64,branch,2025-07-04
M004414,under_25,online,2025-08-20
M003672,45_54,online,2025-08-06
M006923,45_54,branch,2025-07-27
M001503,25_34,online,2025-08-17
M002040,under_25,online,2025-08-23
M008730,35_44,online,2025-07-19
M007547,35_44,online,2025-07-30
M007340,55_64,online,2025-05-28
M007952,45_54,referral,2025-07-07
M007303,35_44,branch,2025-06-21
M009356,45_54,branch,2025-08-20
M000434,45_54,branch,2025-08-10
M006892,65_plus,online,2025-08-07
M003245,35_44,online,2025-07-28
M007221,45_54,online,2025-05-14
M009686,45_54,branch,2025-07-31
M006346,35_44,online,2025-07-17
M001017,25_34,online,2025-08-03
M003626,25_34,online,2025-08-09
M007246,25_34,branch,2025-08-23
M007070,under_25,event,2025-07-23
M008858,35_44,referral,2025-01-12
M009673,25_34,online,2025-06-05
M005731,35_44,online,2025-08-01
M004463,45_54,online,2025-08-10
M000922,25_34,branch,2025-07-20
M001324,45_54,online,2025-08-02
M008679,45_54,online,2025-08-20
M000693,25_34,referral,2025-08-17
M006341,25_34,online,2025-04-23
M004904,35_44,online,2025-07-01
M005767,45_54,online,2025-08-18
M001810,45_54,online,2025-05-08
M004578,55_64,online,2025-07-28
M000519,35_44,referral,2025-08-23
M003384,45_54,branch,2025-06-21
M008015,35_44,branch,2025-08-13
M009721,35_44,branch,2025-07-14
M004493,25_34,branch,2025-08-19
M000998,45_54,online,2025-08-02
M006700,25_34,branch,2025-07-13
M005166,45_54,online,2025-07-05
M009593,55_64,referral,2025-04-28
M001980,45_54,online,2025-08-15
M001513,25_34,online,2025-08-21
M005405,25_34,online,2025-07-05
M002192,45_54,branch,2025-04-22
M006866,45_54,branch,2025-06-08
M006206,55_64,online,2025-07-18
M000778,35_44,event,2025-05-22
M003569,35_44,online,2025-07-11
M004019,25_34,online,2025-06-22
M006451,35_44,online,2025-07-12
M005570,25_34,online,2025-07-29
M007172,35_44,online,2025-07-04
M002313,35_44,online,2025-08-05
M007968,35_44,event,2025-07-02
M002409,45_54,online,2025-08-22
M002316,45_54,online,2025-08-22
M003207,25_34,branch,2025-08-15
M008875,45_54,online,2025-07-11
M003600,35_44,online,2025-07-29
M000444,35_44,online,2025-08-04
M006527,35_44,referral,2025-07-06
M002072,55_64,online,2025-07-03
M003814,35_44,online,2025-07-20
M007703,25_34,online,2025-08-21
M009105,25_34,online,2025-08-20
M004454,35_44,online,2025-08-17
M005528,35_44,online,2025-08-15
M007610,35_44,event,2025-05-27
M008968,35_44,online,2025-05-27
M004732,35_44,branch,2025-07-20
M004225,under_25,online,2025-08-10
M004638,25_34,branch,2025-04-07
M005135,under_25,online,2025-08-17
M001895,35_44,online,2025-03-13
M000413,under_25,branch,2025-03-05
M003095,25_34,online,2025-08-10
M004808,45_54,online,2025-07-13
M006660,35_44,referral,2025-07-04
M000517,45_54,online,2025-07-31
M003934,45_54,referral,2025-07-02
M000041,45_54,branch,2025-07-15
M003135,35_44,online,2025-06-29
M001308,35_44,branch,2025-08-14
M005954,45_54,branch,2025-08-20
M002215,25_34,online,2025-08-20
M002786,35_44,referral,2025-08-24
M007519,under_25,online,2025-03-16
M002687,45_54,online,2025-08-21
M007973,25_34,online,2025-08-23
M009891,55_64,branch,2025-08-24
M007035,55_64,online,2025-08-06
M003608,45_54,branch,2025-06-25
M009624,45_54,online,2025-07-03
M001688,35_44,online,2025-08-19
M002415,45_54,branch,2025-03-28
M002770,35_44,online,2025-07-30
M004270,45_54,branch,2025-05-27
M009493,35_44,branch,2025-07-30
M009324,under_25,online,2025-07-21
M001311,35_44,branch,2025-08-22
M005952,35_44,online,2025-08-23
M006827,under_25,online,2025-07-28
M003112,35_44,event,2025-08-15
M004553,45_54,online,2025-06-21
M005059,35_44,branch,2025-08-08
M007966,25_34,branch,2025-07-13
M005877,under_25,online,2025-07-22
M006027,45_54,branch,2025-07-31
M007657,55_64,referral,2025-08-20
M002989,25_34,referral,2025-08-22
M004201,35_44,online,2025-08-13
M004356,45_54,online,2025-06-05
M000127,25_34,online,2025-08-01
M004531,35_44,branch,2025-07-18
M002778,35_44,online,2025-06-19
M004884,45_54,online,2025-03-18
M002153,35_44,online,2025-07-21
M003920,35_44,branch,2025-03-06
M001950,35_44,branch,2025-08-22
M005506,45_54,online,2025-02-19
M006986,25_34,branch,2025-07-23
M007320,under_25,referral,2025-08-05
M003986,under_25,online,2025-06-23
M003884,25_34,online,2025-08-11
M009026,45_54,branch,2025-05-21
M004836,35_44,referral,2025-08-20
M006185,35_44,branch,2025-08-06
M004455,55_64,referral,2025-08-19
M007576,under_25,online,2025-05-26
M004830,25_34,branch,2025-05-18
M006330,35_44,online,2025-08-19
M009151,45_54,branch,2025-08-23
M009558,45_54,online,2025-08-17
M000813,55_64,online,2025-07-12
M009444,35_44,online,2025-08-18
M003139,45_54,online,2025-08-02
M004391,45_54,online,2025-07-01
M000067,35_44,online,2025-07-21
M009224,under_25,online,2025-06-14
M002301,45_54,online,2025-07-08
M000490,45_54,branch,2025-08-22
M001814,45_54,online,2025-08-07
M007133,45_54,referral,2025-08-04
M005786,45_54,online,2025-08-03
M002690,45_54,online,2025-07-22
M001051,25_34,online,2025-08-06
M008225,45_54,branch,2025-08-17
M003709,45_54,online,2025-07-24
M006696,25_34,online,2025-08-18
M006790,45_54,online,2025-05-25
M002337,45_54,referral,2025-06-16
M003593,65_plus,online,2025-08-21
M004000,35_44,online,2025-08-06
M003267,25_34,online,2025-07-19
M009671,35_44,referral,2025-07-05
M009333,25_34,online,2025-07-29
M009107,45_54,branch,2025-08-07
M007161,35_44,online,2025-04-20
M005939,55_64,online,2025-08-06
M008952,25_34,online,2025-08-19
M005768,35_44,online,2025-07-28
M005294,25_34,referral,2025-08-11
M003120,55_64,event,2025-07-25
M008874,35_44,online,2025-05-04
M009325,under_25,referral,2025-08-15
M009460,35_44,branch,2025-07-31
M006155,45_54,online,2025-08-24
M000198,35_44,online,2025-08-02
M008223,45_54,branch,2025-07-15
M004849,25_34,online,2025-06-28
M007731,55_64,online,2025-08-14
M006741,under_25,branch,2025-04-22
M009739,45_54,referral,2025-08-09
M007559,25_34,online,2025-07-24
M005567,45_54,online,2025-08-01
M003690,35_44,branch,2025-07-16
M001172,35_44,online,2025-08-06
M008179,45_54,branch,2025-05-27
M006988,65_plus,online,2025-08-15
M007845,55_64,online,2025-08-23
M005357,under_25,online,2025-08-22
M003144,25_34,branch,2025-08-09
M001582,45_54,referral,2025-07-08
M008973,25_34,online,2025-04-29
M004178,35_44,online,2025-08-23
M001906,45_54,branch,2025-07-09
M005171,35_44,online,2025-07-28
M001364,25_34,online,2025-08-08
M002298,55_64,online,2025-04-14
M005548,45_54,referral,2025-08-08
M002073,35_44,referral,2025-06-07
M009693,65_plus,branch,2025-04-07
M001567,35_44,online,2025-05-08
M005857,under_25,online,2025-06-08
M006875,under_25,online,2025-05-26
M008835,45_54,branch,2025-07-22
M007765,55_64,online,2025-08-19
M005368,35_44,event,2025-08-02
M002869,45_54,online,2025-07-09
M004276,35_44,branch,2025-04-16
M002466,45_54,online,2025-06-01
M004496,55_64,online,2025-05-19
M009774,35_44,branch,2025-08-24
M000191,35_44,online,
M000425,45_54,branch,
M000503,under_25,event,
M000632,55_64,branch,
M000641,35_44,branch,
M000690,45_54,referral,
M000843,25_34,online,
M001090,35_44,event,
M001108,25_34,referral,
M001286,under_25,branch,
M001402,45_54,branch,
M001520,55_64,referral,
M001555,35_44,online,
M001562,25_34,online,
M002170,45_54,online,
M002244,under_25,branch,
M002459,45_54,online,
M002553,55_64,referral,
M002712,55_64,online,
M003146,45_54,branch,
M003249,35_44,online,
M003296,25_34,branch,
M003349,45_54,branch,
M003361,25_34,referral,
M003367,25_34,branch,
M003553,35_44,online,
M003627,25_34,online,
M003747,under_25,online,
M003767,25_34,branch,
M003801,under_25,branch,
M003804,35_44,branch,
M003862,25_34,online,
M003975,35_44,online,
M004141,45_54,online,
M004854,35_44,branch,
M004899,45_54,online,
M004994,45_54,branch,
M005095,35_44,online,
M005097,45_54,online,
M005256,25_34,branch,
M005303,45_54,branch,
M005397,35_44,online,
M005468,35_44,online,
M005551,25_34,online,
M005599,35_44,online,
M005780,45_54,branch,
M005785,35_44,event,
M005824,45_54,online,
M006182,35_44,online,
M006329,55_64,branch,
M006761,45_54,online,
M006903,45_54,branch,
M007113,55_64,online,
M007189,35_44,branch,
M007384,25_34,online,
M007427,35_44,online,
M007485,35_44,online,
M007536,25_34,online,
M007618,55_64,online,
M007689,35_44,branch,
M007873,65_plus,referral,
M007881,under_25,online,
M007970,45_54,online,
M008048,25_34,branch,
M008189,45_54,branch,
M008246,under_25,referral,
M008272,45_54,online,
M008283,45_54,branch,
M008428,25_34,branch,
M008451,under_25,referral,
M008542,under_25,online,
M008590,35_44,online,
M008613,35_44,branch,
M008658,55_64,referral,
M008729,45_54,branch,
M008898,35_44,online,
M009008,45_54,online,
M009288,45_54,referral,
M009402,35_44,referral,
M009404,35_44,online,
M009419,35_44,online,
M009639,25_34,branch,
M009820,45_54,online,
M009915,45_54,online,
M000083,55_64,branch,
M000211,45_54,online,
M000388,55_64,online,
M000438,under_25,referral,
M000628,35_44,online,
M000853,25_34,online,
M000862,under_25,online,
M001046,45_54,online,
M001350,35_44,online,
M001371,35_44,branch,
M001408,55_64,referral,
M001435,35_44,referral,
M001495,55_64,online,
M001934,35_44,online,
M001991,45_54,event,
M002067,under_25,referral,
M002242,45_54,online,
M002375,45_54,branch,
M002411,45_54,online,
M002512,45_54,online,
M002515,35_44,branch,
M002572,under_25,online,
M002736,25_34,branch,
M002789,35_44,online,
M002876,25_34,event,
M002996,35_44,online,
M003127,under_25,online,
M003185,25_34,branch,
M003529,under_25,branch,
M003548,55_64,online,
M003570,45_54,online,
M003686,25_34,online,
M003711,under_25,referral,
M003872,35_44,online,
M003949,35_44,branch,
M003982,55_64,referral,
M004108,55_64,online,
M004177,35_44,online,
M004243,25_34,online,
M004264,35_44,branch,
M004290,45_54,referral,
M004394,25_34,branch,
M004437,45_54,online,
M004460,45_54,branch,
M004522,45_54,online,
M004576,35_44,online,
M004656,65_plus,branch,
M005105,45_54,online,
M005224,25_34,referral,
M005304,45_54,online,
M005320,45_54,branch,
M005327,25_34,branch,
M005522,25_34,branch,
M005916,25_34,branch,
M005956,45_54,online,
M006050,25_34,referral,
M006176,35_44,branch,
M006293,45_54,online,
M006377,35_44,online,
M006384,35_44,referral,
M006752,25_34,branch,
M006864,35_44,referral,
M007111,25_34,online,
M007115,45_54,online,
M007380,45_54,online,
M007451,35_44,branch,
M007614,35_44,branch,
M007699,45_54,online,
M007826,45_54,branch,
M007918,35_44,online,
M007995,25_34,online,
M008144,25_34,online,
M008151,45_54,online,
M008165,under_25,online,
M008191,45_54,event,
M008305,45_54,online,
M008406,under_25,referral,
M008426,35_44,online,
M008480,under_25,branch,
M008549,35_44,referral,
M008706,45_54,online,
M009031,35_44,branch,
M009135,under_25,online,
M009216,45_54,referral,
M009451,35_44,referral,
M009519,35_44,branch,
M009561,35_44,event,
M009629,25_34,online,
M009661,35_44,referral,
M009737,45_54,branch,
M009759,35_44,referral,
M009819,25_34,online,
M009956,45_54,referral,
M000152,35_44,referral,
M000174,35_44,event,
M000217,25_34,online,
M000579,under_25,online,
M000606,55_64,branch,
M000719,35_44,branch,
M000835,35_44,referral,
M000936,25_34,online,
M000946,25_34,online,
M001042,25_34,online,
M001120,45_54,branch,
M001166,65_plus,referral,
M001845,35_44,branch,
M001888,45_54,branch,
M002042,35_44,branch,
M002056,25_34,online,
M002221,35_44,online,
M002327,25_34,online,
M002498,35_44,branch,
M002558,35_44,online,
M002660,45_54,online,
M002852,45_54,online,
M002861,25_34,online,
M002894,35_44,referral,
M002938,35_44,online,
M003070,45_54,online,
M003346,55_64,referral,
M003530,25_34,online,
M003854,25_34,online,
M004085,55_64,referral,
M004114,under_25,online,
M004265,35_44,online,
M004278,25_34,online,
M004410,45_54,referral,
M004473,55_64,online,
M004494,25_34,online,
M004624,45_54,referral,
M004770,45_54,referral,
M004831,45_54,branch,
M004837,25_34,online,
M004876,25_34,event,
M004913,45_54,online,
M005001,35_44,referral,
M005033,45_54,online,
M005081,25_34,referral,
M005375,45_54,branch,
M005390,under_25,branch,
M005690,35_44,referral,
M005752,25_34,online,
M005770,under_25,online,
M005841,35_44,referral,
M005868,25_34,online,
M005874,25_34,referral,
M005947,25_34,online,
M005960,65_plus,referral,
M006005,35_44,online,
M006075,55_64,online,
M006094,25_34,online,
M006302,under_25,online,
M006449,under_25,online,
M006499,35_44,online,
M006509,25_34,online,
M006611,45_54,online,
M006954,25_34,referral,
M006984,25_34,online,
M007039,under_25,referral,
M007147,45_54,branch,
M007159,25_34,online,
M007171,25_34,online,
M007542,35_44,branch,
M007678,under_25,referral,
M007684,55_64,event,
M007696,55_64,online,
M007732,35_44,branch,
M007735,35_44,referral,
M007787,35_44,branch,
M008124,35_44,online,
M008799,55_64,referral,
M008944,35_44,branch,
M008961,45_54,branch,
M009012,under_25,online,
M009024,45_54,referral,
M009097,25_34,referral,
M009229,under_25,branch,
M009504,25_34,branch,
M009858,35_44,referral,
M009911,35_44,referral,
M000074,55_64,event,
M000091,35_44,branch,
M000189,25_34,online,
M000200,25_34,branch,
M000235,65_plus,online,
M000318,35_44,branch,
M000339,45_54,online,
M000377,45_54,branch,
M000391,25_34,branch,
M000700,35_44,branch,
M000768,55_64,online,
M000782,under_25,referral,
M000895,55_64,online,
M000953,25_34,online,
M001015,55_64,online,
M001235,25_34,event,
M001365,45_54,online,
M001419,55_64,branch,
M001537,45_54,online,
M001737,25_34,online,
M002287,45_54,online,
M002300,under_25,online,
M002305,55_64,online,
M002609,45_54,referral,
M002626,25_34,online,
M002650,45_54,online,
M002990,65_plus,online,
M003055,55_64,online,
M003092,45_54,branch,
M003186,55_64,referral,
M003288,35_44,branch,
M003660,65_plus,online,
M003733,under_25,branch,
M003906,35_44,branch,
M004427,35_44,online,
M004608,45_54,online,
M004724,35_44,online,
M004856,65_plus,online,
M004858,45_54,branch,
M004872,55_64,online,
M005025,65_plus,referral,
M005031,25_34,online,
M005123,35_44,branch,
M005140,25_34,online,
M005238,45_54,branch,
M005310,25_34,branch,
M005315,25_34,branch,
M005343,under_25,branch,
M005376,45_54,online,
M005391,25_34,online,
M005589,45_54,online,
M005741,35_44,online,
M005781,25_34,branch,
M005988,35_44,event,
M006064,65_plus,online,
M006291,35_44,online,
M006479,35_44,online,
M006681,35_44,online,
M006750,35_44,event,
M006859,25_34,branch,
M006897,25_34,online,
M006951,under_25,branch,
M006977,35_44,branch,
M007082,55_64,online,
M007091,25_34,online,
M007315,25_34,online,
M007318,55_64,branch,
M007503,45_54,branch,
M007513,35_44,online,
M007709,25_34,online,
M007879,25_34,online,
M007939,55_64,online,
M008010,45_54,online,
M008137,25_34,online,
M008205,35_44,online,
M008280,45_54,online,
M008323,55_64,online,
M008472,55_64,referral,
M008507,45_54,referral,
M008571,25_34,event,
M008661,65_plus,online,
M008965,45_54,online,
M008981,35_44,online,
M008982,55_64,branch,
M009222,35_44,branch,
M009262,55_64,online,
M009320,25_34,branch,
M009328,45_54,online,
M009375,25_34,online,
M009582,under_25,referral,
M009730,45_54,event,
M009767,45_54,online,
M009800,25_34,online,
M009924,45_54,online,
M000046,25_34,online,
M000223,45_54,referral,
